slug,title,source_name,source_link,legal_text,legal_link,description,methodology,terms_of_use,source_360
WBL,"Women, Business and the Law","WBG - Women, Business and the Law",http://wbl.worldbank.org,World Bank Group,http://www.worldbank.org/terms-datasets,"Women, Business and the Law (WBL) is a World Bank Group project collecting unique data on the laws and regulations that restrict women's economic opportunities. Since 2009, WBL has enhanced the study of gender equality and informed discussions on improving women's prosperity. WBL 2018 is the fifth in a series of biennial reports measuring gender differences in seven main topics: accessing institutions, using property, getting a job, providing incentives to work, going to court, building credit and protecting women from violence.","Covering 189 economies, Women, Business and the Law provides comparable data across seven topics. The methodology was designed as an easily replicable benchmark of the legal environment for women as entrepreneurs and employees. To understand where laws facilitate or hinder gender equality and women’s economic participation, Women, Business and the Law 2018 provides scores for the first time for each of its seven topics. Scores are obtained by calculating the unweighted average of the scored questions within that topic, and scaling the result to 100.

View the complete methodology by question below, or download the methodology for scored questions here: http://pubdocs.worldbank.org/en/356641522241086141/Data-Notes.pdf","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)

This dataset is licensed under Creative Commons Attribution CC BY 3.0 IGO ",gv
WGI,Worldwide Governance Indicators,Worldwide Governance Indicators,http://www.govindicators.org/,World Bank Group,http://www.worldbank.org/terms-datasets,"Women, Business and the Law (WBL) is a World Bank Group project collecting unique data on the laws and regulations that restrict women's economic opportunities. 

Covering 189 economies, Women, Business and the Law provides comparable data across seven topics: Accessing institutions, using property, getting a job, providing incentives to work, going to court, building credit and protecting women from violence.","The methodology was designed as an easily replicable benchmark of the legal environment for women as entrepreneurs and employees. To understand where laws facilitate or hinder gender equality and women’s economic participation, Women, Business and the Law 2018 provides scores for the first time for each of its seven topics. Scores are obtained by calculating the unweighted average of the scored questions within that topic, and scaling the result to 100.

Women, Business and the Law worked with local experts in each of the 189 covered economies to determine the sources of gender differentiation in the law. The information that local experts provided was checked for accuracy through a rigorous review process. Each answer was cross-verified with primary legal sources, resulting in revision or expansion of the information collected. Read more about the methodology in 
http://wbl.worldbank.org/en/methodology
http://pubdocs.worldbank.org/en/356641522241086141/Data-Notes.pdf","World Bank Group. 2018. Women, Business and the Law 2018. Washington, DC: World Bank. License: Creative Commons Attribution CC BY 3.0 IGO.
https://openknowledge.worldbank.org/bitstream/handle/10986/29498/9781464812521.pdf ",gv
WJP,World Justice Project - Rule of Law,World Justice Project - Rule of Law,http://worldjusticeproject.org/historical-data,World Justice Project,http://worldjusticeproject.org/,"The Worldwide Governance Indicators (WGI) project reports aggregate and individual governance indicators for over 200 countries and territories over the period 1996–2016, for six dimensions of governance: Voice and Accountability, Political Stability and Absence of Violence, Government Effectiveness, Regulatory Quality, Rule of Law and Control of Corruption.","These aggregated indicators combine the views of a large number of enterprise, citizen and expert survey respondents in industrial and developing countries.  The WGI compile and summarize information from over 30 existing data sources that report the views and experiences of citizens, entrepreneurs, and experts in the public, private and NGO sectors from around the world, on the quality of various aspects of governance.

The WGI draw on four different types of source data: Surveys of households and firms, Commercial business information providers, Non-governmental organizations, and public sector organizations. It is built under six dimensions of governance: Voice and Accountability, Political Stability and Absence of Violence, Government Effectiveness, Regulatory Quality, Rule of Law and Control of Corruption. Each of the six dimensions aggregate WGI measures are constructed by averaging together data from the underlying sources that correspond to the concept of governance being measured. Read more about the methodology in http://info.worldbank.org/governance/wgi/index.aspx#doc-sources 
http://info.worldbank.org/governance/wgi/index.aspx#doc-methodology 
","This information is distributed under a Creative Commons Attribution license.
Read more about the terms of use of this data in: https://datacatalog.worldbank.org/public-licenses#cc-by",gv
finstats,World Bank - FinStats,WB - FinStats,http://FinStats (internal WBG use only),World Bank Group,http://www.worldbank.org/terms-datasets,"FinStats is a ready-to-use financial indicator tool that allows users to benchmark and compare financial sectors over time and relative to other countries. FinStats was created to meet the primary data and benchmarking needs of policy makers and analysts in the financial sector engaged in diagnostic work. As such, FinStats can be used for Financial Sector Assessment Programs (FSAPs), Country Assistance Strategies (CASs), Development Policy Loans (DPLs), Country Policy and Institutional Assessments (CPIAs) and other World Bank financial sector analytical work.","FinStats provides a novel yet simple statistical benchmark framework that improves on traditional, ad hoc benchmarking approaches and enhances the comparability of World Bank documents over time and across countries.

The controls include a restrained set of structural factors that can be viewed as external to policy, at least in the short run. The factors fall under these five types:
1. Economic development factors — Clearly, economic development, as measured by GDP per capita, affects financial development, due both to demand effects (the volume and sophistication of financial activity increases with income) and to supply effects (larger, richer economies can achieve economies of scale and benefit from more competition and better infrastructure). To account for potential non-linearities linking economic and financial development, the square of GDP per capita is also included.
2. Population factors — Countries with larger populations can have deeper and more efficient financial systems (a scale effect). Financial services can also be provided at a lower cost in countries with higher population density (a network effect).
3. Demographic factors — Age dependency ratios, that is, the non-working young and old populations, respectively, as fractions of the labor force, are likely to affect savings and lending patterns.
4. “Special circumstances” — Oil exporters may have smaller financial sectors than other countries at similar levels of income, reflecting the fact that oil revenues can boost GDP out of proportion with the country’s overall level of economic and financial development. Offshore financial centers with intensive cross-border operations can have disproportionately large financial sectors. Landlocked countries encounter structural challenges in accessing international markets, which will impact the composition and performance of the real economy, and, as a result, financial development.
5. Time: global cycle — Since all available country-year observations are pooled, temporal patterns that “lift all boats” are accounted for.","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)",tc
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
