"","Indicator_Id","dataset","iso3","subset","year","group","question","answer","value","Indicator"
"16078","3-CPIA-Total","CPIA","RSN","All",2016,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16079","3-CPIA-Total","CPIA","VNM","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16080","3-CPIA-Total","CPIA","LBR","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3,"debt policy-CPIA-Total"
"16081","3-CPIA-Total","CPIA","NGA","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4.5,"debt policy-CPIA-Total"
"16082","3-CPIA-Total","CPIA","ZMB","All",2007,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16083","3-CPIA-Total","CPIA","BTN","All",2016,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16084","3-CPIA-Total","CPIA","DJI","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.5,"debt policy-CPIA-Total"
"16085","3-CPIA-Total","CPIA","NXS","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.71153846153846,"debt policy-CPIA-Total"
"16086","3-CPIA-Total","CPIA","DSF","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.23333333333333,"debt policy-CPIA-Total"
"16087","3-CPIA-Total","CPIA","KEN","All",2008,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16088","3-CPIA-Total","CPIA","DNF","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.68604651162791,"debt policy-CPIA-Total"
"16089","3-CPIA-Total","CPIA","KGZ","All",2008,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16090","3-CPIA-Total","CPIA","IDA","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.32575757575758,"debt policy-CPIA-Total"
"16091","3-CPIA-Total","CPIA","PAK","All",2012,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16092","3-CPIA-Total","CPIA","RRS","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.08333333333333,"debt policy-CPIA-Total"
"16093","3-CPIA-Total","CPIA","TJK","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16094","3-CPIA-Total","CPIA","BTN","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4.5,"debt policy-CPIA-Total"
"16095","3-CPIA-Total","CPIA","TON","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3,"debt policy-CPIA-Total"
"16096","3-CPIA-Total","CPIA","KIR","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16097","3-CPIA-Total","CPIA","VNM","All",2011,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16098","3-CPIA-Total","CPIA","DMA","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16099","3-CPIA-Total","CPIA","ZMB","All",2011,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16100","3-CPIA-Total","CPIA","ETH","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16101","3-CPIA-Total","CPIA","MDG","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16102","3-CPIA-Total","CPIA","DSF","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.625,"debt policy-CPIA-Total"
"16103","3-CPIA-Total","CPIA","ZWE","All",2007,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",1,"debt policy-CPIA-Total"
"16104","3-CPIA-Total","CPIA","IND","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16105","3-CPIA-Total","CPIA","FXS","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.42857142857143,"debt policy-CPIA-Total"
"16106","3-CPIA-Total","CPIA","GNB","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.5,"debt policy-CPIA-Total"
"16107","3-CPIA-Total","CPIA","ZWE","All",2011,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",1.5,"debt policy-CPIA-Total"
"16108","3-CPIA-Total","CPIA","HTI","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.5,"debt policy-CPIA-Total"
"16109","3-CPIA-Total","CPIA","NXS","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.78846153846154,"debt policy-CPIA-Total"
"16110","3-CPIA-Total","CPIA","LAO","All",2008,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16111","3-CPIA-Total","CPIA","DXS","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.71212121212121,"debt policy-CPIA-Total"
"16112","3-CPIA-Total","CPIA","PNG","All",2012,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4.5,"debt policy-CPIA-Total"
"16113","3-CPIA-Total","CPIA","RSN","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.375,"debt policy-CPIA-Total"
"16114","3-CPIA-Total","CPIA","TZA","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16115","3-CPIA-Total","CPIA","BOL","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4.5,"debt policy-CPIA-Total"
"16116","3-CPIA-Total","CPIA","TUV","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2,"debt policy-CPIA-Total"
"16117","3-CPIA-Total","CPIA","XKX","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16118","3-CPIA-Total","CPIA","YEM","All",2011,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3,"debt policy-CPIA-Total"
"16119","3-CPIA-Total","CPIA","ERI","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",1,"debt policy-CPIA-Total"
"16120","3-CPIA-Total","CPIA","RWA","All",2012,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16121","3-CPIA-Total","CPIA","GMB","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3,"debt policy-CPIA-Total"
"16122","3-CPIA-Total","CPIA","MWI","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3,"debt policy-CPIA-Total"
"16123","3-CPIA-Total","CPIA","DNS","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.64285714285714,"debt policy-CPIA-Total"
"16124","3-CPIA-Total","CPIA","DFS","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.65217391304348,"debt policy-CPIA-Total"
"16125","3-CPIA-Total","CPIA","DSF","All",2012,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.61764705882353,"debt policy-CPIA-Total"
"16126","3-CPIA-Total","CPIA","MDA","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16127","3-CPIA-Total","CPIA","DXS","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.57352941176471,"debt policy-CPIA-Total"
"16128","3-CPIA-Total","CPIA","DFS","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.82,"debt policy-CPIA-Total"
"16129","3-CPIA-Total","CPIA","HND","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16130","3-CPIA-Total","CPIA","MDV","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.5,"debt policy-CPIA-Total"
"16131","3-CPIA-Total","CPIA","LSO","All",2008,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16132","3-CPIA-Total","CPIA","NRS","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.92105263157895,"debt policy-CPIA-Total"
"16133","3-CPIA-Total","CPIA","LAO","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3,"debt policy-CPIA-Total"
"16134","3-CPIA-Total","CPIA","RSO","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.5,"debt policy-CPIA-Total"
"16135","3-CPIA-Total","CPIA","VUT","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4.5,"debt policy-CPIA-Total"
"16136","3-CPIA-Total","CPIA","BIH","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16137","3-CPIA-Total","CPIA","UGA","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4.5,"debt policy-CPIA-Total"
"16138","3-CPIA-Total","CPIA","KGZ","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16139","3-CPIA-Total","CPIA","GEO","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",5,"debt policy-CPIA-Total"
"16140","3-CPIA-Total","CPIA","LSO","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16141","3-CPIA-Total","CPIA","WSM","All",2012,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16142","3-CPIA-Total","CPIA","ZWE","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",1.5,"debt policy-CPIA-Total"
"16143","3-CPIA-Total","CPIA","CPV","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16144","3-CPIA-Total","CPIA","DNF","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.66279069767442,"debt policy-CPIA-Total"
"16145","3-CPIA-Total","CPIA","MRT","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16146","3-CPIA-Total","CPIA","AGO","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2,"debt policy-CPIA-Total"
"16147","3-CPIA-Total","CPIA","MLI","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16148","3-CPIA-Total","CPIA","MDG","All",2008,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16149","3-CPIA-Total","CPIA","FXS","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.125,"debt policy-CPIA-Total"
"16150","3-CPIA-Total","CPIA","DFS","All",2012,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.75862068965517,"debt policy-CPIA-Total"
"16151","3-CPIA-Total","CPIA","DSS","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.02777777777778,"debt policy-CPIA-Total"
"16152","3-CPIA-Total","CPIA","TGO","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.5,"debt policy-CPIA-Total"
"16153","3-CPIA-Total","CPIA","NLS","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.21428571428571,"debt policy-CPIA-Total"
"16154","3-CPIA-Total","CPIA","GUY","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16155","3-CPIA-Total","CPIA","GRD","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2,"debt policy-CPIA-Total"
"16156","3-CPIA-Total","CPIA","GHA","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3.5,"debt policy-CPIA-Total"
"16157","3-CPIA-Total","CPIA","BFA","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16158","3-CPIA-Total","CPIA","UZB","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4,"debt policy-CPIA-Total"
"16159","3-CPIA-Total","CPIA","AFG","All",2006,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3,"debt policy-CPIA-Total"
"16160","3-CPIA-Total","CPIA","VUT","All",2011,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",4.5,"debt policy-CPIA-Total"
"16161","3-CPIA-Total","CPIA","GIN","All",2013,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3,"debt policy-CPIA-Total"
"16162","3-CPIA-Total","CPIA","BDI","All",2010,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",3,"debt policy-CPIA-Total"
"16163","3-CPIA-Total","CPIA","FXS","All",2012,"IQ.CPA.DEBT.XQ","CPIA debt policy rating 1low to 6high","Total",2.86363636363636,"debt policy-CPIA-Total"
"16164","4-CPIA-Total","CPIA","TZA","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.3,"economic management-CPIA-Total"
"16165","4-CPIA-Total","CPIA","LCA","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.66666666666667,"economic management-CPIA-Total"
"16166","4-CPIA-Total","CPIA","KIR","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.2,"economic management-CPIA-Total"
"16167","4-CPIA-Total","CPIA","VNM","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.3,"economic management-CPIA-Total"
"16168","4-CPIA-Total","CPIA","MLI","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.33333333333333,"economic management-CPIA-Total"
"16169","4-CPIA-Total","CPIA","MWI","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.3,"economic management-CPIA-Total"
"16170","4-CPIA-Total","CPIA","VCT","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.7,"economic management-CPIA-Total"
"16171","4-CPIA-Total","CPIA","TJK","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.5,"economic management-CPIA-Total"
"16172","4-CPIA-Total","CPIA","MRT","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.16666666666667,"economic management-CPIA-Total"
"16173","4-CPIA-Total","CPIA","GMB","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.5,"economic management-CPIA-Total"
"16174","4-CPIA-Total","CPIA","KGZ","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.2,"economic management-CPIA-Total"
"16175","4-CPIA-Total","CPIA","PAK","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.16666666666667,"economic management-CPIA-Total"
"16176","4-CPIA-Total","CPIA","SDN","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",2.7,"economic management-CPIA-Total"
"16177","4-CPIA-Total","CPIA","MDV","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",2.5,"economic management-CPIA-Total"
"16178","4-CPIA-Total","CPIA","MDA","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4,"economic management-CPIA-Total"
"16179","4-CPIA-Total","CPIA","ETH","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.3,"economic management-CPIA-Total"
"16180","4-CPIA-Total","CPIA","TGO","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",2.7,"economic management-CPIA-Total"
"16181","4-CPIA-Total","CPIA","GEO","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.7,"economic management-CPIA-Total"
"16182","4-CPIA-Total","CPIA","YEM","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.5,"economic management-CPIA-Total"
"16183","4-CPIA-Total","CPIA","GRD","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3,"economic management-CPIA-Total"
"16184","4-CPIA-Total","CPIA","LKA","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.16666666666667,"economic management-CPIA-Total"
"16185","4-CPIA-Total","CPIA","GMB","All",2014,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",2.66667,"economic management-CPIA-Total"
"16186","4-CPIA-Total","CPIA","UZB","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4,"economic management-CPIA-Total"
"16187","4-CPIA-Total","CPIA","AFG","All",2015,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3,"economic management-CPIA-Total"
"16188","4-CPIA-Total","CPIA","BIH","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.8,"economic management-CPIA-Total"
"16189","4-CPIA-Total","CPIA","MDA","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.66666666666667,"economic management-CPIA-Total"
"16190","4-CPIA-Total","CPIA","ZMB","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.7,"economic management-CPIA-Total"
"16191","4-CPIA-Total","CPIA","LAO","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4,"economic management-CPIA-Total"
"16192","4-CPIA-Total","CPIA","UGA","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.5,"economic management-CPIA-Total"
"16193","4-CPIA-Total","CPIA","MRT","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.5,"economic management-CPIA-Total"
"16194","4-CPIA-Total","CPIA","VUT","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.8,"economic management-CPIA-Total"
"16195","4-CPIA-Total","CPIA","TLS","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3,"economic management-CPIA-Total"
"16196","4-CPIA-Total","CPIA","IDA","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.46060606060606,"economic management-CPIA-Total"
"16197","4-CPIA-Total","CPIA","TON","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3,"economic management-CPIA-Total"
"16198","4-CPIA-Total","CPIA","MLI","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.3,"economic management-CPIA-Total"
"16199","4-CPIA-Total","CPIA","BTN","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.5,"economic management-CPIA-Total"
"16200","4-CPIA-Total","CPIA","NXS","All",2015,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.51282051282051,"economic management-CPIA-Total"
"16201","4-CPIA-Total","CPIA","RSO","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.2,"economic management-CPIA-Total"
"16202","4-CPIA-Total","CPIA","GHA","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.7,"economic management-CPIA-Total"
"16203","4-CPIA-Total","CPIA","BDI","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.3,"economic management-CPIA-Total"
"16204","4-CPIA-Total","CPIA","GIN","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3,"economic management-CPIA-Total"
"16205","4-CPIA-Total","CPIA","ETH","All",2014,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.5,"economic management-CPIA-Total"
"16206","4-CPIA-Total","CPIA","DSS","All",2015,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.27631570175439,"economic management-CPIA-Total"
"16207","4-CPIA-Total","CPIA","BOL","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.2,"economic management-CPIA-Total"
"16208","4-CPIA-Total","CPIA","BGD","All",2015,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.83333,"economic management-CPIA-Total"
"16209","4-CPIA-Total","CPIA","BFA","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.3,"economic management-CPIA-Total"
"16210","4-CPIA-Total","CPIA","MNG","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.16666666666667,"economic management-CPIA-Total"
"16211","4-CPIA-Total","CPIA","LCA","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.7,"economic management-CPIA-Total"
"16212","4-CPIA-Total","CPIA","LSO","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4,"economic management-CPIA-Total"
"16213","4-CPIA-Total","CPIA","FXS","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.27142857142857,"economic management-CPIA-Total"
"16214","4-CPIA-Total","CPIA","COD","All",2011,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.16666666666667,"economic management-CPIA-Total"
"16215","4-CPIA-Total","CPIA","GHA","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.66666666666667,"economic management-CPIA-Total"
"16216","4-CPIA-Total","CPIA","COD","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.2,"economic management-CPIA-Total"
"16217","4-CPIA-Total","CPIA","DXS","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.58787878787879,"economic management-CPIA-Total"
"16218","4-CPIA-Total","CPIA","NIC","All",2011,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.16666666666667,"economic management-CPIA-Total"
"16219","4-CPIA-Total","CPIA","HND","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.5,"economic management-CPIA-Total"
"16220","4-CPIA-Total","CPIA","KHM","All",2010,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4,"economic management-CPIA-Total"
"16221","4-CPIA-Total","CPIA","IDA","All",2015,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.31278534246575,"economic management-CPIA-Total"
"16222","4-CPIA-Total","CPIA","DSS","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.375,"economic management-CPIA-Total"
"16223","4-CPIA-Total","CPIA","WSM","All",2011,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.5,"economic management-CPIA-Total"
"16224","4-CPIA-Total","CPIA","CPV","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.5,"economic management-CPIA-Total"
"16225","4-CPIA-Total","CPIA","GNB","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",1.8,"economic management-CPIA-Total"
"16226","4-CPIA-Total","CPIA","HTI","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.2,"economic management-CPIA-Total"
"16227","4-CPIA-Total","CPIA","ERI","All",2014,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",1.33333,"economic management-CPIA-Total"
"16228","4-CPIA-Total","CPIA","IND","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.2,"economic management-CPIA-Total"
"16229","4-CPIA-Total","CPIA","BEN","All",2015,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.83333,"economic management-CPIA-Total"
"16230","4-CPIA-Total","CPIA","NXS","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.66025641025641,"economic management-CPIA-Total"
"16231","4-CPIA-Total","CPIA","MOZ","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",4.5,"economic management-CPIA-Total"
"16232","4-CPIA-Total","CPIA","KHM","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.8,"economic management-CPIA-Total"
"16233","4-CPIA-Total","CPIA","MDG","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.8,"economic management-CPIA-Total"
"16234","4-CPIA-Total","CPIA","DSF","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",2.81333333333333,"economic management-CPIA-Total"
"16235","4-CPIA-Total","CPIA","COG","All",2011,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.5,"economic management-CPIA-Total"
"16236","4-CPIA-Total","CPIA","GRD","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3,"economic management-CPIA-Total"
"16237","4-CPIA-Total","CPIA","COG","All",2008,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",2.8,"economic management-CPIA-Total"
"16238","4-CPIA-Total","CPIA","HTI","All",2009,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.33333333333333,"economic management-CPIA-Total"
"16239","4-CPIA-Total","CPIA","NER","All",2011,"IQ.CPA.ECON.XQ","CPIA economic management cluster average 1low to 6high","Total",3.83333333333333,"economic management-CPIA-Total"
