"","Indicator","Indicator_Id","Indicator_Name","answer","Display_Name","Dataset","Value_Type_Slug","Value_Type_Descriptor","Units","Rank_1","Category_11","Category_12","Category_13","Category_14","Category_15","Rank_2","Category_21","Category_22","Category_23","Category_24","Category_25","Rank_3","Category_31","Category_32","Category_33","Category_34","Indicator.Code","Indicator.ID","overlap","Indicator_Code","Description"
"1043","respect for contracts between local private players and foreigners-IPD-a6012","1121-IPD-a6012","A6012","A6012","Respect for contracts between local private players and foreigners","IPD","A6012","A6012","Index",4.49,"Private Sector Interface","Property rights and contracts","Other","Respect for contracts between local private players and foreigners","",NA,"","","","","",NA,"","","","","IPD762","31565","","",""
"1044","respect for contracts with private mediation lawyers etc-IPD-a6011","1120-IPD-a6011","A6011","A6011","Respect for contracts with private mediation (lawyers, etc.)","IPD","A6011","A6011","Index",4.517,"Private Sector Interface","Property rights and contracts","Other","Respect for contracts with private mediation (lawyers etc.)","",NA,"","","","","",NA,"","","","","IPD764","31567","","",""
"1045","respect for contracts with private mediation lawyers-IPD-a6032","1309-IPD-a6032","A6032","A6032","Respect for contracts with private mediation (lawyers)","IPD","A6032","A6032","Index",4.156,"Private Sector Interface","Property rights and contracts","Other","Respect for contracts with private mediation (lawyers)","",NA,"","","","","",NA,"","","","","IPD763","31566","","",""
"1046","respect for intellectual property as regards counterfeit goods-IPD-b6031","952-IPD-b6031","B6031","B6031","Respect for intellectual property as regards counterfeit goods","IPD","B6031","B6031","Index",4.395,"Private Sector Interface","Property rights and contracts","Other","Respect for intellectual property as regards counterfeit goods","",NA,"","","","","",NA,"","","","","IPD765","31568","","",""
"1047","respect for intellectual property as regards manufacturing secrets patents etc-IPD-b6030","951-IPD-b6030","B6030","B6030","Respect for intellectual property as regards manufacturing secrets, patents, etc","IPD","B6030","B6030","Index",4.096,"Private Sector Interface","Property rights and contracts","Other","Respect for intellectual property as regards manufacturing secrets patents etc","",NA,"","","","","",NA,"","","","","IPD766","31569","","",""
"1048","respect for law in relations between citizens and administrations-IPD-a1033","1008-IPD-a1033","A1033","A1033","Respect for law in relations between citizens and administrations","IPD","A1033","A1033","Index",4.018,"Trust","Trust in Government","Other","Respect for law in relations between citizens and administrations","",NA,"","","","","",NA,"","","","","IPD767","31570","","",""
"1049","respect for law in relations between citizens and the administration-IPD-a1013","1168-IPD-a1013","A1013","A1013","Respect for law in relations between citizens and the administration","IPD","A1013","A1013","Index",4.057,"Trust","Trust in Government","Other","Respect for law in relations between citizens and the administration","",NA,"","","","","",NA,"","","","","IPD768","31571","","",""
"1050","respect for minorities ethnic religious linguistic etc-IPD-a1014","1169-IPD-a1014","A1014","A1014","Respect for minorities (ethnic, religious, linguistic, etc)","IPD","A1014","A1014","Index",4.071,"Trust","Social cohesion (trust in others)","Other","Respect for minorities (ethnic religious linguistic etc)","",NA,"","","","","",NA,"","","","","IPD769","31572","","",""
"1051","respect for minorities ethnic religious linguistic etc-IPD-a1034","1009-IPD-a1034","A1034","A1034","Respect for minorities (ethnic, religious, linguistic, etc.)","IPD","A1034","A1034","Index",4.012,"Trust","Social cohesion (trust in others)","Other","Respect for minorities (ethnic religious linguistic etc.)","",NA,"","","","","",NA,"","","","","IPD770","31574","","",""
"1052","respect for oral contracts-IPD-a6030","1307-IPD-a6030","A6030","A6030","Respect for oral contracts","IPD","A6030","A6030","Index",4.045,"Trust","Social cohesion (trust in others)","Other","Respect for oral contracts","",NA,"","","","","",NA,"","","","","IPD771","31575","","",""
"1053","respect for the rights of minorities-IPD-a1033","307-IPD-a1033","A1033","A1033","Respect for the rights of minorities","IPD","A1033","A1033","Index",4.057,"Fairness and equity","Equal treatment","Other","Respect for the rights of minorities","",NA,"","","","","",NA,"","","","","IPD772","31576","","",""
"1054","respect for the rights of minorities-IPD-a1033","637-IPD-a1033","a1033","a1033","Respect for the rights of minorities","IPD","A1033","A1033","Index",4.057,"Fairness and equity","Equal treatment","Other","Respect for the rights of minorities","",NA,"","","","","",NA,"","","","","IPD772","31576","","",""
"1055","respect for written contracts without mediation-IPD-a6010","1119-IPD-a6010","A6010","A6010","Respect for written contracts without mediation","IPD","A6010","A6010","Index",4.144,"Private Sector Interface","Property rights and contracts","Other","Respect for written contracts without mediation","",NA,"","","","","",NA,"","","","","IPD773.1","31577","","",""
"1056","respect for written contracts without mediation-IPD-a6031","1308-IPD-a6031","A6031","A6031","Respect for written contracts without mediation","IPD","A6031","A6031","Index",4.144,"Private Sector Interface","Property rights and contracts","Other","Respect for written contracts without mediation","",NA,"","","","","",NA,"","","","","IPD773.2","31578","","",""
"1057","restructuring procedures-IPD-a6031","196-IPD-a6031","A6031","A6031","Restructuring procedures","IPD","A6031","A6031","Index",4.844,"Checks and Balances","Judiciary System","Other","Restructuring procedures","",NA,"","","","","",NA,"","","","","IPD774","31579","","",""
"1058","restructuring procedures-IPD-a6031","519-IPD-a6031","a6031","a6031","Restructuring procedures","IPD","A6031","A6031","Index",4.844,"Checks and Balances","Judiciary System","Other","Restructuring procedures","",NA,"","","","","",NA,"","","","","IPD774","31579","","",""
"1059","retirement coverage-IPD-a9042","1361-IPD-a9042","A9042","A9042","Retirement coverage","IPD","A9042","A9042","Index",4.158,"Fairness and equity","Redistribution mechanism","Other","Retirement coverage","",NA,"","","","","",NA,"","","","","IPD775","31580","","",""
"1060","revenues from the exploitation of natural resources longterm investment-IPD-b3041","151-IPD-b3041","B3041","B3041","Revenues from the exploitation of natural resources: longterm investment","IPD","B3041","B3041","Index",4.673,"Public Sector Management","Administrative and Policymaking capacity","Other","Revenues from the exploitation of natural resources: longterm investment","",NA,"","","","","",NA,"","","","","IPD776","31581","","",""
"1061","revenues from the exploitation of natural resources longterm investment-IPD-b3041","474-IPD-b3041","b3041","b3041","Revenues from the exploitation of natural resources: longterm investment","IPD","B3041","B3041","Index",4.673,"Public Sector Management","Administrative and Policymaking capacity","Other","Revenues from the exploitation of natural resources: longterm investment","",NA,"","","","","",NA,"","","","","IPD776","31581","","",""
"1062","revenues from the exploitation of natural resources transparency-IPD-b3040","475-IPD-b3040","b3040","b3040","Revenues from the exploitation of natural resources: transparency","IPD","B3040","B3040","Index",4.127,"Public Sector Management","Administrative and Policymaking capacity","Other","Revenues from the exploitation of natural resources: transparency","",NA,"","","","","",NA,"","","","","IPD777","31582","","",""
"1063","revenues from the exploitation of natural resources transparency-IPD-b3040","152-IPD-b3040","B3040","B3040","Revenues from the exploitation of natural resources: transparency","IPD","B3040","B3040","Index",4.127,"Public Sector Management","Administrative and Policymaking capacity","Other","Revenues from the exploitation of natural resources: transparency","",NA,"","","","","",NA,"","","","","IPD777","31582","","",""
"1064","right of establishment for foreign banks deposit banks and investment banks-IPD-c8001","788-IPD-c8001","C8001","C8001","Right of establishment for foreign banks (deposit banks and investment banks)","IPD","C8001","C8001","Index",5.09,"Public Sector Management","Financial System","Other","Right of establishment for foreign banks (deposit banks and investment banks)","",NA,"","","","","",NA,"","","","","IPD778","31583","","",""
"1065","right to organise trade unions-IPD-d1010","650-IPD-d1010","D1010","D1010","Right to organise trade unions","IPD","D1010","D1010","Index",4.33,"Citizen Engagement","Civil Rights","Other","Right to organise trade unions","",NA,"","","","","",NA,"","","","","IPD779","31584","","",""
"1066","right to strike in the private sector-IPD-d1000","55-IPD-d1000","D1000","D1000","Right to strike in the private sector","IPD","D1000","D1000","Index",4.08,"Fairness and equity","Social protection and labor","Other","Right to strike in the private sector","",NA,"","","","","",NA,"","","","","IPD780","31586","","",""
"1067","right to strike in the private sector-IPD-d1000","377-IPD-d1000","d1000","d1000","Right to strike in the private sector","IPD","D1000","D1000","Index",4.08,"Fairness and equity","Social protection and labor","Other","Right to strike in the private sector","",NA,"","","","","",NA,"","","","","IPD780","31586","","",""
"1068","right to strike in the public sector and the civil service-IPD-d1001","376-IPD-d1001","d1001","d1001","Right to strike in the public sector and the civil service","IPD","D1001","D1001","Index",4.156,"Fairness and equity","Social protection and labor","Other","Right to strike in the public sector and the civil service","",NA,"","","","","",NA,"","","","","IPD781","31587","","",""
"1069","right to strike in the public sector and the civil service-IPD-d1001","54-IPD-d1001","D1001","D1001","Right to strike in the public sector and the civil service","IPD","D1001","D1001","Index",4.156,"Fairness and equity","Social protection and labor","Other","Right to strike in the public sector and the civil service","",NA,"","","","","",NA,"","","","","IPD781","31587","","",""
"1070","rigidity of the formal labour market private and public-IPD-d401","701-IPD-d401","D401","D401","Rigidity of the formal labour market (private and public)","IPD","D401","D401","Index",4.164,"Fairness and equity","Social protection and labor","Other","Rigidity of the formal labour market (private and public)","",NA,"","","","","",NA,"","","","","IPD782","31588","","",""
"1071","role of family clan and social networks in recruitment and promotion in private firms-IPD-d9031","684-IPD-d9031","D9031","D9031","Role of family, clan and social networks in recruitment and promotion in private firms","IPD","D9031","D9031","Index",4.231,"Fairness and equity","Undue influence","Other","Role of family clan and social networks in recruitment and promotion in private firms","",NA,"","","","","",NA,"","","","","IPD783","31589","","",""
"1072","role of family clan and social networks in recruitment and promotion in the administration-IPD-d9030","683-IPD-d9030","D9030","D9030","Role of family, clan and social networks in recruitment and promotion in the administration","IPD","D9030","D9030","Index",4.143,"Fairness and equity","Undue influence","Other","Role of family clan and social networks in recruitment and promotion in the administration","",NA,"","","","","",NA,"","","","","IPD784","31590","","",""
"1073","role of family clan and social networks in the selection of highlevel politicians ministers etc-IPD-d9040","686-IPD-d9040","D9040","D9040","Role of family, clan and social networks in the selection of highlevel politicians (ministers, etc.)","IPD","D9040","D9040","Index",4.087,"Fairness and equity","Undue influence","Other","Role of family clan and social networks in the selection of highlevel politicians (ministers etc.)","",NA,"","","","","",NA,"","","","","IPD785","31591","","",""
"1074","role of family clan and social networks in the selection of senior civil servants-IPD-d9041","687-IPD-d9041","D9041","D9041","Role of family, clan and social networks in the selection of senior civil servants","IPD","D9041","D9041","Index",4.091,"Fairness and equity","Undue influence","Other","Role of family clan and social networks in the selection of senior civil servants","",NA,"","","","","",NA,"","","","","IPD786","31592","","",""
"1075","role of family clan and social networks in the selection of senior corporate management-IPD-d9042","688-IPD-d9042","D9042","D9042","Role of family, clan and social networks in the selection of senior corporate management","IPD","D9042","D9042","Index",4.007,"Fairness and equity","Undue influence","Other","Role of family clan and social networks in the selection of senior corporate management","",NA,"","","","","",NA,"","","","","IPD787","31593","","",""
"1076","role of networks in recruitment and promotion in the administration-IPD-d9030","13-IPD-d9030","D9030","D9030","Role of networks in recruitment and promotion in the administration","IPD","D9030","D9030","Index",4.234,"Fairness and equity","Undue influence","Other","Role of networks in recruitment and promotion in the administration","",NA,"","","","","",NA,"","","","","IPD788","31594","","",""
"1077","role of networks in recruitment and promotion in the administration-IPD-d9030","335-IPD-d9030","d9030","d9030","Role of networks in recruitment and promotion in the administration","IPD","D9030","D9030","Index",4.234,"Fairness and equity","Undue influence","Other","Role of networks in recruitment and promotion in the administration","",NA,"","","","","",NA,"","","","","IPD788","31594","","",""
"1078","role of networks in recruitment and promotion in the private sector-IPD-d9031","334-IPD-d9031","d9031","d9031","Role of networks in recruitment and promotion in the private sector","IPD","D9031","D9031","Index",4.131,"Fairness and equity","Undue influence","Other","Role of networks in recruitment and promotion in the private sector","",NA,"","","","","",NA,"","","","","IPD789","31595","","",""
"1079","role of networks in recruitment and promotion in the private sector-IPD-d9031","12-IPD-d9031","D9031","D9031","Role of networks in recruitment and promotion in the private sector","IPD","D9031","D9031","Index",4.131,"Fairness and equity","Undue influence","Other","Role of networks in recruitment and promotion in the private sector","",NA,"","","","","",NA,"","","","","IPD789","31595","","",""
"1080","role of networks in recruitment and promotion of senior officials-IPD-d9030","14-IPD-d9030","D9030","D9030","Role of networks in recruitment and promotion of senior officials","IPD","D9030","D9030","Index",4.005,"Fairness and equity","Undue influence","Other","Role of networks in recruitment and promotion of senior officials","",NA,"","","","","",NA,"","","","","IPD790","31597","","",""
"1081","role of networks selection of business leaders-IPD-d9052","329-IPD-d9052","d9052","d9052","Role of networks: selection of business leaders","IPD","D9052","D9052","Index",5.495,"Checks and Balances","Power and influence of important actors","Other","Role of networks: selection of business leaders","",NA,"","","","","",NA,"","","","","IPD791","31598","","",""
"1082","role of networks selection of senior officials-IPD-d9051","330-IPD-d9051","d9051","d9051","Role of networks: selection of senior officials","IPD","D9051","D9051","Index",4.078,"Checks and Balances","Power and influence of important actors","Other","Role of networks: selection of senior officials","",NA,"","","","","",NA,"","","","","IPD792","31599","","",""
"1083","role of networks selection of senior politicians-IPD-d9050","331-IPD-d9050","d9050","d9050","Role of networks: selection of senior politicians","IPD","D9050","D9050","Index",5.354,"Checks and Balances","Power and influence of important actors","Other","Role of networks: selection of senior politicians","",NA,"","","","","",NA,"","","","","IPD793","31600","","",""
"1084","running of the administrations polarised by and towards the executive head of state or prime minister-IPD-a5090","1273-IPD-a5090","A5090","A5090","Running of the administrations polarised by and towards the executive (Head of State or Prime Minister)","IPD","A5090","A5090","Index",4.934,"Public Sector Management","Administrative and Policymaking capacity","Other","Running of the administrations polarised by and towards the executive (Head of State or Prime Minister)","",NA,"","","","","",NA,"","","","","IPD794","31601","","",""
"1085","running of the customs administration-IPD-a305","1217-IPD-a305","A305","A305","Running of the customs administration","IPD","A305","A305","Index",5.132,"Public Sector Management","Tax and Customs","Other","Running of the customs administration","",NA,"","","","","",NA,"","","","","IPD795","31602","","",""
"1086","running of the justice system-IPD-a307","1224-IPD-a307","A307","A307","Running of the justice system","IPD","A307","A307","Index",5.491,"Checks and Balances","Judiciary System","Other","Running of the justice system","",NA,"","","","","",NA,"","","","","IPD796","31603","","",""
"1087","sale price close to market price-IPD-b4021","861-IPD-b4021","B4021","B4021","Sale price close to market price","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1088","scale of collectively owned land state property region property etc-IPD-b6060","959-IPD-b6060","B6060","B6060","Scale of collectively owned land (State property, Region property, etc)","IPD","B6060","B6060","Index",4.216,"Fairness and equity","Land issues","Other","Scale of collectively owned land (State property Region property etc)","",NA,"","","","","",NA,"","","","","IPD799","31604","","",""
"1089","scale of financial crossholdings between local firms and banks involving foreign firms or banks-IPD-b7042","976-IPD-b7042","B7042","B7042","Scale of financial crossholdings between local firms and banks involving foreign firms or banks","IPD","B7042","B7042","Index",4.686,"Public Sector Management","Financial System","Other","Scale of financial crossholdings between local firms and banks involving foreign firms or banks","",NA,"","","","","",NA,"","","","","IPD802","31609","","",""
"1090","scale of financial crossholdings between local firms and banks-IPD-b7041","975-IPD-b7041","B7041","B7041","Scale of financial crossholdings between local firms and banks","IPD","B7041","B7041","Index",4.778,"Public Sector Management","Financial System","Other","Scale of financial crossholdings between local firms and banks","",NA,"","","","","",NA,"","","","","IPD801","31608","","",""
"1091","scale of financial crossholdings between local firms-IPD-b7040","974-IPD-b7040","B7040","B7040","Scale of financial crossholdings between local firms","IPD","B7040","B7040","Index",4.765,"Public Sector Management","Financial System","Other","Scale of financial crossholdings between local firms","",NA,"","","","","",NA,"","","","","IPD800","31607","","",""
"1092","scale of strike movements private sector-IPD-d7001","353-IPD-d7001","d7001","d7001","Scale of strike movements: private sector","IPD","D7001","D7001","Index",4.15,"Fairness and equity","Social protection and labor","Other","Scale of strike movements: private sector","",NA,"","","","","",NA,"","","","","IPD803","31610","","",""
"1093","scale of strike movements private sector-IPD-d7001","32-IPD-d7001","D7001","D7001","Scale of strike movements: private sector","IPD","D7001","D7001","Index",4.15,"Fairness and equity","Social protection and labor","Other","Scale of strike movements: private sector","",NA,"","","","","",NA,"","","","","IPD803","31610","","",""
"1094","scale of strike movements public sector-IPD-d7000","354-IPD-d7000","d7000","d7000","Scale of strike movements: public sector","IPD","D7000","D7000","Index",4.214,"Fairness and equity","Social protection and labor","Other","Scale of strike movements: public sector","",NA,"","","","","",NA,"","","","","IPD804","31611","","",""
"1095","scale of strike movements public sector-IPD-d7000","33-IPD-d7000","D7000","D7000","Scale of strike movements: public sector","IPD","D7000","D7000","Index",4.214,"Fairness and equity","Social protection and labor","Other","Scale of strike movements: public sector","",NA,"","","","","",NA,"","","","","IPD804","31611","","",""
"1096","scale of traditional collectively owned land traditional rights religious rights others etc-IPD-b6050","957-IPD-b6050","B6050","B6050","Scale of traditional collectively owned land (traditional rights, religious rights, others, etc)","IPD","B6050","B6050","Index",4.229,"Fairness and equity","Land issues","Other","Scale of traditional collectively owned land (traditional rights religious rights others etc)","",NA,"","","","","",NA,"","","","","IPD805","31612","","",""
"1097","sector exclusion of certain banks and financial establishments-IPD-c4520","803-IPD-c4520","C4520","C4520","Sector exclusion of certain banks and financial establishments","IPD","C4520","C4520","Index",5.118,"Public Sector Management","Financial System","Other","Sector exclusion of certain banks and financial establishments","",NA,"","","","","",NA,"","","","","IPD806","31613","","",""
"1098","security across the territory-IPD-a2001","291-IPD-a2001","A2001","A2001","Security across the territory","IPD","A2001","A2001","Index",4.015,"Security","Crime","Other","Security across the territory","",NA,"","","","","",NA,"","","","","IPD807","31614","","",""
"1099","security across the territory-IPD-a2001","621-IPD-a2001","a2001","a2001","Security across the territory","IPD","A2001","A2001","Index",4.015,"Security","Crime","Other","Security across the territory","",NA,"","","","","",NA,"","","","","IPD807","31614","","",""
"1100","security of contracts between private agents-IPD-a603","1306-IPD-a603","A603","A603","Security of contracts between private agents","IPD","A603","A603","Index",4.217,"Private Sector Interface","Property rights and contracts","Other","Security of contracts between private agents","",NA,"","","","","",NA,"","","","","IPD808","31615","","",""
"1101","security of persons and goods-IPD-a2000","622-IPD-a2000","a2000","a2000","Security of persons and goods","IPD","A2000","A2000","Index",4.026,"Security","Crime","Other","Security of persons and goods","",NA,"","","","","",NA,"","","","","IPD809","31616","","",""
"1102","security of persons and goods-IPD-a2000","292-IPD-a2000","A2000","A2000","Security of persons and goods","IPD","A2000","A2000","Index",4.026,"Security","Crime","Other","Security of persons and goods","",NA,"","","","","",NA,"","","","","IPD809","31616","","",""
"1103","security of property rights formal property rights-IPD-a601","1298-IPD-a601","A601","A601","Security of property rights: formal property rights","IPD","A601","A601","Index",4.082,"Private Sector Interface","Property rights and contracts","Other","Security of property rights: formal property rights","",NA,"","","","","",NA,"","","","","IPD810","31618","","",""
"1104","security of traditional property rights-IPD-a600","1295-IPD-a600","A600","A600","Security of traditional property rights","IPD","A600","A600","Index",4.074,"Private Sector Interface","Property rights and contracts","Other","Security of traditional property rights","",NA,"","","","","",NA,"","","","","IPD811","31619","","",""
"1105","segmentation of the labour market by gender-IPD-d9001","737-IPD-d9001","D9001","D9001","Segmentation of the labour market by gender","IPD","D9001","D9001","Index",4.018,"Fairness and equity","Social protection and labor","Other","Segmentation of the labour market by gender","",NA,"","","","","",NA,"","","","","IPD813.1","31621","","",""
"1106","segmentation of the labour market by gender-IPD-d9011","681-IPD-d9011","D9011","D9011","Segmentation of the labour market by gender","IPD","D9011","D9011","Index",4.018,"Fairness and equity","Social protection and labor","Other","Segmentation of the labour market by gender","",NA,"","","","","",NA,"","","","","IPD813.2","31622","","",""
"1107","segmentation of the labour market by origin ethnic religious caste etc-IPD-d9000","736-IPD-d9000","D9000","D9000","Segmentation of the labour market by origin (ethnic, religious, caste, etc)","IPD","D9000","D9000","Index",4.051,"Fairness and equity","Social protection and labor","Other","Segmentation of the labour market by origin (ethnic religious caste etc)","",NA,"","","","","",NA,"","","","","IPD814.1","31623","","",""
"1108","segmentation of the labour market by origin ethnic religious caste etc-IPD-d9010","680-IPD-d9010","D9010","D9010","Segmentation of the labour market by origin (ethnic, religious, caste, etc)","IPD","D9010","D9010","Index",4.051,"Fairness and equity","Social protection and labor","Other","Segmentation of the labour market by origin (ethnic religious caste etc)","",NA,"","","","","",NA,"","","","","IPD814.2","31624","","",""
"1109","segmentation of the labour market-IPD-d900","735-IPD-d900","D900","D900","Segmentation of the labour market","IPD","D900","D900","Index",4.138,"Fairness and equity","Social protection and labor","Other","Segmentation of the labour market","",NA,"","","","","",NA,"","","","","IPD812","31620","","",""
"1110","segregation based on regional identities within the country-IPD-a9033","1150-IPD-a9033","A9033","A9033","Segregation based on regional identities within the country","IPD","A9033","A9033","Index",4.078,"Fairness and equity","Equal treatment","Other","Segregation based on regional identities within the country","",NA,"","","","","",NA,"","","","","IPD815","31625","","",""
"1111","segregation in access to education health care etc-IPD-a9010","1348-IPD-a9010","A9010","A9010","Segregation in access to education, health care, etc","IPD","A9010","A9010","Index",4.157,"Fairness and equity","Equal treatment","Other","Segregation in access to education health care etc","",NA,"","","","","",NA,"","","","","IPD816","31626","","",""
"1112","segregation in access to privatesector employment-IPD-a9012","1350-IPD-a9012","A9012","A9012","Segregation in access to privatesector employment","IPD","A9012","A9012","Index",4.05,"Fairness and equity","Equal treatment","Other","Segregation in access to privatesector employment","",NA,"","","","","",NA,"","","","","IPD817","31627","","",""
"1113","segregation in access to publicsector employment-IPD-a9011","1349-IPD-a9011","A9011","A9011","Segregation in access to publicsector employment","IPD","A9011","A9011","Index",4.207,"Fairness and equity","Equal treatment","Other","Segregation in access to publicsector employment","",NA,"","","","","",NA,"","","","","IPD818","31628","","",""
"1114","sense of national identity-IPD-a9000","510-IPD-a9000","a9000","a9000","Sense of national identity","IPD","A9000","A9000","Index",4.051,"Trust","Social cohesion (trust in others)","Other","Sense of national identity","",NA,"","","","","",NA,"","","","","IPD819","31629","","",""
"1115","sense of national identity-IPD-a9000","187-IPD-a9000","A9000","A9000","Sense of national identity","IPD","A9000","A9000","Index",4.051,"Trust","Social cohesion (trust in others)","Other","Sense of national identity","",NA,"","","","","",NA,"","","","","IPD819","31629","","",""
"1116","settlement of economic disputes justice in commercial matters-IPD-a605","1314-IPD-a605","A605","A605","Settlement of economic disputes: justice in commercial matters","IPD","A605","A605","Index",5.361,"Checks and Balances","Judiciary System","Other","Settlement of economic disputes: justice in commercial matters","",NA,"","","","","",NA,"","","","","IPD820","31631","","",""
"1117","share of administered prices-IPD-b4040","459-IPD-b4040","b4040","b4040","Share of administered prices","IPD","B4040","B4040","Index",4.062,"Fairness and equity","Redistribution mechanism","Other","Share of administered prices","",NA,"","","","","",NA,"","","","","IPD822","31633","","",""
"1118","share of administered prices-IPD-b4040","136-IPD-b4040","B4040","B4040","Share of administered prices","IPD","B4040","B4040","Index",4.062,"Fairness and equity","Redistribution mechanism","Other","Share of administered prices","",NA,"","","","","",NA,"","","","","IPD822","31633","","",""
"1119","share of distribution acccounted for by large foreign firms-IPD-b7011","967-IPD-b7011","B7011","B7011","Share of distribution acccounted for by large foreign firms","IPD","B7011","B7011","Index",5.396,"Checks and Balances","Power and influence of important actors","Other","Share of distribution acccounted for by large foreign firms","",NA,"","","","","",NA,"","","","","IPD823","31634","","",""
"1120","share of distribution accounted for by large national firms-IPD-b7010","966-IPD-b7010","B7010","B7010","Share of distribution accounted for by large national firms","IPD","B7010","B7010","Index",4.95,"Checks and Balances","Power and influence of important actors","Other","Share of distribution accounted for by large national firms","",NA,"","","","","",NA,"","","","","IPD824","31635","","",""
"1121","share of distribution delivered by large foreign firms-IPD-b7012","902-IPD-b7012","B7012","B7012","Share of distribution delivered by large foreign firms","IPD","B7012","B7012","Index",5.301,"Checks and Balances","Power and influence of important actors","Other","Share of distribution delivered by large foreign firms","",NA,"","","","","",NA,"","","","","IPD825","31636","","",""
"1122","share of distribution delivered by large national firms-IPD-b7011","901-IPD-b7011","B7011","B7011","Share of distribution delivered by large national firms","IPD","B7011","B7011","Index",4.528,"Checks and Balances","Power and influence of important actors","Other","Share of distribution delivered by large national firms","",NA,"","","","","",NA,"","","","","IPD826","31637","","",""
"1123","share of distribution guaranteed by large foreign firms-IPD-b7012","419-IPD-b7012","b7012","b7012","Share of distribution guaranteed by large foreign firms","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1124","share of distribution guaranteed by large foreign firms-IPD-b7012","96-IPD-b7012","B7012","B7012","Share of distribution guaranteed by large foreign firms","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1125","share of distribution guaranteed by large national firms-IPD-b7011","420-IPD-b7011","b7011","b7011","Share of distribution guaranteed by large national firms","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1126","share of distribution guaranteed by large national firms-IPD-b7011","97-IPD-b7011","B7011","B7011","Share of distribution guaranteed by large national firms","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1127","share of higher education graduates informal sector-IPD-d9062","326-IPD-d9062","d9062","d9062","Share of higher education graduates: informal sector","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1128","share of higher education graduates informal sector-IPD-d9062","7-IPD-d9062","D9062","D9062","Share of higher education graduates: informal sector","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1129","share of informal employment in the rural sector-IPD-d6001","713-IPD-d6001","D6001","D6001","Share of informal employment in the rural sector","IPD","D6001","D6001","Index",4.019,"Fairness and equity","Social protection and labor","Other","Share of informal employment in the rural sector","",NA,"","","","","",NA,"","","","","IPD830","31642","","",""
"1130","share of informal employment in the urban sector-IPD-d6000","712-IPD-d6000","D6000","D6000","Share of informal employment in the urban sector","IPD","D6000","D6000","Index",4.13,"Fairness and equity","Social protection and labor","Other","Share of informal employment in the urban sector","",NA,"","","","","",NA,"","","","","IPD831","31643","","",""
"1131","share of interest rates administrated-IPD-c4010","407-IPD-c4010","c4010","c4010","Share of interest rates administrated","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1132","share of largescale distribution in the retail sector-IPD-b7010","421-IPD-b7010","b7010","b7010","Share of largescale distribution in the retail sector","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1133","share of largescale distribution in the retail sector-IPD-b7010","98-IPD-b7010","B7010","B7010","Share of largescale distribution in the retail sector","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1134","share of permanent contracts-IPD-d6020","36-IPD-d6020","D6020","D6020","Share of permanent contracts","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1135","share of permanent contracts-IPD-d6020","357-IPD-d6020","d6020","d6020","Share of permanent contracts","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"1136","share of public sector in gdp-IPD-b400","993-IPD-b400","B400","B400","Share of public sector in GDP","IPD","B400","B400","Index",4.925,"Public Sector Management","Personnel Management","Other","Share of public sector in GDP","",NA,"","","","","",NA,"","","","","IPD835","31646","","",""
"1137","share of public sector in public utility services-IPD-b402","920-IPD-b402","B402","B402","Share of public sector in public utility services","IPD","B402","B402","Index",5.134,"Public Sector Management","State owned enterprises","Other","Share of public sector in public utility services","",NA,"","","","","",NA,"","","","","IPD836","31647","","",""
"1138","share of stateowned banks-IPD-c4000","85-IPD-c4000","C4000","C4000","Share of Stateowned banks","IPD","C4000","C4000","Index",4.437,"Public Sector Management","Financial System","Other","Share of Stateowned banks","",NA,"","","","","",NA,"","","","","IPD821","31632","","",""
