"","Indicator","dataset","iso3","subset","year","group","question","answer","value","Indicator_Id"
"432","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","ZMB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",30,"84-IPU-Number.of.women.parliamentarians"
"433","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","BWA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",17,"84-IPU-Number.of.women.parliamentarians"
"434","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","VGB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",132,"84-IPU-Number.of.women.parliamentarians"
"435","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","DZA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",52,"84-IPU-Number.of.women.parliamentarians"
"436","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","RCA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",51,"84-IPU-Number.of.women.parliamentarians"
"437","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","CAN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",28,"84-IPU-Number.of.women.parliamentarians"
"438","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","BWA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",57,"84-IPU-Number.of.women.parliamentarians"
"439","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",21,"84-IPU-Number.of.women.parliamentarians"
"440","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","CAN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",12,"84-IPU-Number.of.women.parliamentarians"
"441","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",2,"84-IPU-Number.of.women.parliamentarians"
"442","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SUR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",13,"84-IPU-Number.of.women.parliamentarians"
"443","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",25,"84-IPU-Number.of.women.parliamentarians"
"444","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","ERI","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",33,"84-IPU-Number.of.women.parliamentarians"
"445","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","DJI","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",15,"84-IPU-Number.of.women.parliamentarians"
"446","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","VGB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",37,"84-IPU-Number.of.women.parliamentarians"
"447","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","LBN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",4,"84-IPU-Number.of.women.parliamentarians"
"448","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",69,"84-IPU-Number.of.women.parliamentarians"
"449","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","KOR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",2,"84-IPU-Number.of.women.parliamentarians"
"450","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",85,"84-IPU-Number.of.women.parliamentarians"
"451","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SYR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",16,"84-IPU-Number.of.women.parliamentarians"
"452","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","BWA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",14,"84-IPU-Number.of.women.parliamentarians"
"453","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",13,"84-IPU-Number.of.women.parliamentarians"
"454","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","BEN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",6,"84-IPU-Number.of.women.parliamentarians"
"455","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","NCL","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",42,"84-IPU-Number.of.women.parliamentarians"
"456","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",6,"84-IPU-Number.of.women.parliamentarians"
"457","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","PAN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",13,"84-IPU-Number.of.women.parliamentarians"
"458","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","UKR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",145,"84-IPU-Number.of.women.parliamentarians"
"459","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",20,"84-IPU-Number.of.women.parliamentarians"
"460","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","NER","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",29,"84-IPU-Number.of.women.parliamentarians"
"461","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","BRB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",6,"84-IPU-Number.of.women.parliamentarians"
"462","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",19,"84-IPU-Number.of.women.parliamentarians"
"463","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",7,"84-IPU-Number.of.women.parliamentarians"
"464","national assembly unicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",16.67,"161-IPU-Percentage.of.women"
"465","national assembly unicameral-IPU-Percentage.of.women","IPU","AND","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",30.45,"161-IPU-Percentage.of.women"
"466","national assembly unicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",25.17,"161-IPU-Percentage.of.women"
"467","national assembly unicameral-IPU-Percentage.of.women","IPU","LAO","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",27.52,"161-IPU-Percentage.of.women"
"468","national assembly unicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",11.59,"161-IPU-Percentage.of.women"
"469","national assembly unicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",18.18,"161-IPU-Percentage.of.women"
"470","national assembly unicameral-IPU-Percentage.of.women","IPU","ZMB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",17.96,"161-IPU-Percentage.of.women"
"471","national assembly unicameral-IPU-Percentage.of.women","IPU","BWA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",23.61,"161-IPU-Percentage.of.women"
"472","national assembly unicameral-IPU-Percentage.of.women","IPU","VGB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",26.72,"161-IPU-Percentage.of.women"
"473","national assembly unicameral-IPU-Percentage.of.women","IPU","DZA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",37.96,"161-IPU-Percentage.of.women"
"474","national assembly unicameral-IPU-Percentage.of.women","IPU","RCA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",17,"161-IPU-Percentage.of.women"
"475","national assembly unicameral-IPU-Percentage.of.women","IPU","CAN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",14.89,"161-IPU-Percentage.of.women"
"476","national assembly unicameral-IPU-Percentage.of.women","IPU","BWA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",23.75,"161-IPU-Percentage.of.women"
"477","national assembly unicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",16.8,"161-IPU-Percentage.of.women"
"478","national assembly unicameral-IPU-Percentage.of.women","IPU","CAN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",8.57,"161-IPU-Percentage.of.women"
"479","national assembly unicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",13.33,"161-IPU-Percentage.of.women"
"480","national assembly unicameral-IPU-Percentage.of.women","IPU","SUR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",25.49,"161-IPU-Percentage.of.women"
"481","national assembly unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",21.93,"161-IPU-Percentage.of.women"
"482","national assembly unicameral-IPU-Percentage.of.women","IPU","ERI","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",22,"161-IPU-Percentage.of.women"
"483","national assembly unicameral-IPU-Percentage.of.women","IPU","DJI","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",23.08,"161-IPU-Percentage.of.women"
"484","national assembly unicameral-IPU-Percentage.of.women","IPU","VGB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",22.16,"161-IPU-Percentage.of.women"
"485","national assembly unicameral-IPU-Percentage.of.women","IPU","LBN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",3.12,"161-IPU-Percentage.of.women"
"486","national assembly unicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",41.82,"161-IPU-Percentage.of.women"
"487","national assembly unicameral-IPU-Percentage.of.women","IPU","KOR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",3.08,"161-IPU-Percentage.of.women"
"488","national assembly unicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",34,"161-IPU-Percentage.of.women"
"489","national assembly unicameral-IPU-Percentage.of.women","IPU","SYR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",17.58,"161-IPU-Percentage.of.women"
"490","national assembly unicameral-IPU-Percentage.of.women","IPU","BWA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",11.02,"161-IPU-Percentage.of.women"
"491","national assembly unicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",8.84,"161-IPU-Percentage.of.women"
"492","national assembly unicameral-IPU-Percentage.of.women","IPU","BEN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",7.23,"161-IPU-Percentage.of.women"
"493","national assembly unicameral-IPU-Percentage.of.women","IPU","NCL","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",45.65,"161-IPU-Percentage.of.women"
"494","national assembly unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",10.34,"161-IPU-Percentage.of.women"
"495","national assembly unicameral-IPU-Percentage.of.women","IPU","PAN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",18.31,"161-IPU-Percentage.of.women"
"496","national assembly unicameral-IPU-Percentage.of.women","IPU","UKR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",37.18,"161-IPU-Percentage.of.women"
"497","national assembly unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",10.1,"161-IPU-Percentage.of.women"
"498","national assembly unicameral-IPU-Percentage.of.women","IPU","NER","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",16.96,"161-IPU-Percentage.of.women"
"499","national assembly unicameral-IPU-Percentage.of.women","IPU","BRB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",9.52,"161-IPU-Percentage.of.women"
"500","national assembly unicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",18.1,"161-IPU-Percentage.of.women"
"501","national assembly unicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Percentage.of.women",21.21,"161-IPU-Percentage.of.women"
"502","national congress unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"National Congress Unicameral","National Congress Unicameral","Number.of.seats",128,"40-IPU-Number.of.seats"
"503","national congress unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"National Congress Unicameral","National Congress Unicameral","Number.of.women.parliamentarians",27,"117-IPU-Number.of.women.parliamentarians"
"504","national congress unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"National Congress Unicameral","National Congress Unicameral","Percentage.of.women",21.09,"194-IPU-Percentage.of.women"
"505","national council bicameral-IPU-Number.of.seats","IPU","BMU","All",2018,"National Council Bicameral","National Council Bicameral","Number.of.seats",25,"11-IPU-Number.of.seats"
"506","national council bicameral-IPU-Number.of.seats","IPU","NAM","All",2018,"National Council Bicameral","National Council Bicameral","Number.of.seats",41,"11-IPU-Number.of.seats"
"507","national council bicameral-IPU-Number.of.seats","IPU","SMR","All",2018,"National Council Bicameral","National Council Bicameral","Number.of.seats",40,"11-IPU-Number.of.seats"
"508","national council bicameral-IPU-Number.of.seats","IPU","SYC","All",2018,"National Council Bicameral","National Council Bicameral","Number.of.seats",200,"11-IPU-Number.of.seats"
"509","national council bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"National Council Bicameral","National Council Bicameral","Number.of.seats",183,"11-IPU-Number.of.seats"
"510","national council bicameral-IPU-Number.of.women.parliamentarians","IPU","BMU","All",2018,"National Council Bicameral","National Council Bicameral","Number.of.women.parliamentarians",2,"88-IPU-Number.of.women.parliamentarians"
"511","national council bicameral-IPU-Number.of.women.parliamentarians","IPU","NAM","All",2018,"National Council Bicameral","National Council Bicameral","Number.of.women.parliamentarians",10,"88-IPU-Number.of.women.parliamentarians"
"512","national council bicameral-IPU-Number.of.women.parliamentarians","IPU","SMR","All",2018,"National Council Bicameral","National Council Bicameral","Number.of.women.parliamentarians",4,"88-IPU-Number.of.women.parliamentarians"
"513","national council bicameral-IPU-Number.of.women.parliamentarians","IPU","SYC","All",2018,"National Council Bicameral","National Council Bicameral","Number.of.women.parliamentarians",65,"88-IPU-Number.of.women.parliamentarians"
"514","national council bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"National Council Bicameral","National Council Bicameral","Number.of.women.parliamentarians",63,"88-IPU-Number.of.women.parliamentarians"
"515","national council bicameral-IPU-Percentage.of.women","IPU","BMU","All",2018,"National Council Bicameral","National Council Bicameral","Percentage.of.women",8,"165-IPU-Percentage.of.women"
"516","national council bicameral-IPU-Percentage.of.women","IPU","NAM","All",2018,"National Council Bicameral","National Council Bicameral","Percentage.of.women",24.39,"165-IPU-Percentage.of.women"
"517","national council bicameral-IPU-Percentage.of.women","IPU","SMR","All",2018,"National Council Bicameral","National Council Bicameral","Percentage.of.women",10,"165-IPU-Percentage.of.women"
"518","national council bicameral-IPU-Percentage.of.women","IPU","SYC","All",2018,"National Council Bicameral","National Council Bicameral","Percentage.of.women",32.5,"165-IPU-Percentage.of.women"
"519","national council bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"National Council Bicameral","National Council Bicameral","Percentage.of.women",34.43,"165-IPU-Percentage.of.women"
"520","national council of provinces bicameral-IPU-Number.of.seats","IPU","SOM","All",2018,"National Council of Provinces Bicameral","National Council of Provinces Bicameral","Number.of.seats",54,"66-IPU-Number.of.seats"
"521","national council of provinces bicameral-IPU-Number.of.women.parliamentarians","IPU","SOM","All",2018,"National Council of Provinces Bicameral","National Council of Provinces Bicameral","Number.of.women.parliamentarians",19,"143-IPU-Number.of.women.parliamentarians"
"522","national council of provinces bicameral-IPU-Percentage.of.women","IPU","SOM","All",2018,"National Council of Provinces Bicameral","National Council of Provinces Bicameral","Percentage.of.women",35.19,"220-IPU-Percentage.of.women"
"523","national council unicameral-IPU-Number.of.seats","IPU","SMR","All",2018,"National Council Unicameral","National Council Unicameral","Number.of.seats",150,"51-IPU-Number.of.seats"
"524","national council unicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"National Council Unicameral","National Council Unicameral","Number.of.seats",24,"51-IPU-Number.of.seats"
"525","national council unicameral-IPU-Number.of.women.parliamentarians","IPU","SMR","All",2018,"National Council Unicameral","National Council Unicameral","Number.of.women.parliamentarians",30,"128-IPU-Number.of.women.parliamentarians"
"526","national council unicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"National Council Unicameral","National Council Unicameral","Number.of.women.parliamentarians",8,"128-IPU-Number.of.women.parliamentarians"
"527","national council unicameral-IPU-Percentage.of.women","IPU","SMR","All",2018,"National Council Unicameral","National Council Unicameral","Percentage.of.women",20,"205-IPU-Percentage.of.women"
"528","national council unicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"National Council Unicameral","National Council Unicameral","Percentage.of.women",33.33,"205-IPU-Percentage.of.women"
"529","national legislative assembly unicameral-IPU-Number.of.seats","IPU","SYR","All",2018,"National Legislative Assembly Unicameral","National Legislative Assembly Unicameral","Number.of.seats",250,"70-IPU-Number.of.seats"
"530","national legislative assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SYR","All",2018,"National Legislative Assembly Unicameral","National Legislative Assembly Unicameral","Number.of.women.parliamentarians",12,"147-IPU-Number.of.women.parliamentarians"
"531","national legislative assembly unicameral-IPU-Percentage.of.women","IPU","SYR","All",2018,"National Legislative Assembly Unicameral","National Legislative Assembly Unicameral","Percentage.of.women",4.8,"224-IPU-Percentage.of.women"
"532","national parliament unicameral-IPU-Number.of.seats","IPU","PAN","All",2018,"National Parliament Unicameral","National Parliament Unicameral","Number.of.seats",106,"58-IPU-Number.of.seats"
"533","national parliament unicameral-IPU-Number.of.seats","IPU","SYR","All",2018,"National Parliament Unicameral","National Parliament Unicameral","Number.of.seats",65,"58-IPU-Number.of.seats"
"534","national parliament unicameral-IPU-Number.of.seats","IPU","SMR","All",2018,"National Parliament Unicameral","National Parliament Unicameral","Number.of.seats",50,"58-IPU-Number.of.seats"
"535","national parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","PAN","All",2018,"National Parliament Unicameral","National Parliament Unicameral","Number.of.women.parliamentarians",0,"135-IPU-Number.of.women.parliamentarians"
"536","national parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","SYR","All",2018,"National Parliament Unicameral","National Parliament Unicameral","Number.of.women.parliamentarians",21,"135-IPU-Number.of.women.parliamentarians"
"537","national parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","SMR","All",2018,"National Parliament Unicameral","National Parliament Unicameral","Number.of.women.parliamentarians",1,"135-IPU-Number.of.women.parliamentarians"
"538","national parliament unicameral-IPU-Percentage.of.women","IPU","PAN","All",2018,"National Parliament Unicameral","National Parliament Unicameral","Percentage.of.women",0,"212-IPU-Percentage.of.women"
"539","national parliament unicameral-IPU-Percentage.of.women","IPU","SYR","All",2018,"National Parliament Unicameral","National Parliament Unicameral","Percentage.of.women",32.31,"212-IPU-Percentage.of.women"
"540","national parliament unicameral-IPU-Percentage.of.women","IPU","SMR","All",2018,"National Parliament Unicameral","National Parliament Unicameral","Percentage.of.women",2,"212-IPU-Percentage.of.women"
"541","national peoples assembly bicameral-IPU-Number.of.seats","IPU","ALB","All",2018,"National People's Assembly Bicameral","National People's Assembly Bicameral","Number.of.seats",462,"4-IPU-Number.of.seats"
"542","national peoples assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","ALB","All",2018,"National People's Assembly Bicameral","National People's Assembly Bicameral","Number.of.women.parliamentarians",119,"81-IPU-Number.of.women.parliamentarians"
"543","national peoples assembly bicameral-IPU-Percentage.of.women","IPU","ALB","All",2018,"National People's Assembly Bicameral","National People's Assembly Bicameral","Percentage.of.women",25.76,"158-IPU-Percentage.of.women"
"544","national peoples congress unicameral-IPU-Number.of.seats","IPU","CAN","All",2018,"National People's Congress Unicameral","National People's Congress Unicameral","Number.of.seats",2980,"23-IPU-Number.of.seats"
"545","national peoples congress unicameral-IPU-Number.of.women.parliamentarians","IPU","CAN","All",2018,"National People's Congress Unicameral","National People's Congress Unicameral","Number.of.women.parliamentarians",742,"100-IPU-Number.of.women.parliamentarians"
"546","national peoples congress unicameral-IPU-Percentage.of.women","IPU","CAN","All",2018,"National People's Congress Unicameral","National People's Congress Unicameral","Percentage.of.women",24.9,"177-IPU-Percentage.of.women"
"547","parliament of the co-operative republic of guyana unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Parliament of the Co-operative Republic of Guyana Unicameral","Parliament of the Co-operative Republic of Guyana Unicameral","Number.of.seats",69,"39-IPU-Number.of.seats"
"548","parliament of the co-operative republic of guyana unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Parliament of the Co-operative Republic of Guyana Unicameral","Parliament of the Co-operative Republic of Guyana Unicameral","Number.of.women.parliamentarians",22,"116-IPU-Number.of.women.parliamentarians"
"549","parliament of the co-operative republic of guyana unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Parliament of the Co-operative Republic of Guyana Unicameral","Parliament of the Co-operative Republic of Guyana Unicameral","Percentage.of.women",31.88,"193-IPU-Percentage.of.women"
"550","parliament of tuvalu unicameral-IPU-Number.of.seats","IPU","TZA","All",2018,"Parliament of Tuvalu Unicameral","Parliament of Tuvalu Unicameral","Number.of.seats",15,"74-IPU-Number.of.seats"
"551","parliament of tuvalu unicameral-IPU-Number.of.women.parliamentarians","IPU","TZA","All",2018,"Parliament of Tuvalu Unicameral","Parliament of Tuvalu Unicameral","Number.of.women.parliamentarians",1,"151-IPU-Number.of.women.parliamentarians"
"552","parliament of tuvalu unicameral-IPU-Percentage.of.women","IPU","TZA","All",2018,"Parliament of Tuvalu Unicameral","Parliament of Tuvalu Unicameral","Percentage.of.women",6.67,"228-IPU-Percentage.of.women"
"553","parliament unicameral-IPU-Number.of.seats","IPU","ALB","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",140,"3-IPU-Number.of.seats"
"554","parliament unicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",33,"3-IPU-Number.of.seats"
"555","parliament unicameral-IPU-Number.of.seats","IPU","TZA","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",449,"3-IPU-Number.of.seats"
"556","parliament unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",63,"3-IPU-Number.of.seats"
"557","parliament unicameral-IPU-Number.of.seats","IPU","FIN","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",200,"3-IPU-Number.of.seats"
"558","parliament unicameral-IPU-Number.of.seats","IPU","VAT","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",52,"3-IPU-Number.of.seats"
"559","parliament unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",150,"3-IPU-Number.of.seats"
"560","parliament unicameral-IPU-Number.of.seats","IPU","TZA","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",423,"3-IPU-Number.of.seats"
"561","parliament unicameral-IPU-Number.of.seats","IPU","SDN","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",144,"3-IPU-Number.of.seats"
"562","parliament unicameral-IPU-Number.of.seats","IPU","LAO","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",100,"3-IPU-Number.of.seats"
"563","parliament unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",275,"3-IPU-Number.of.seats"
"564","parliament unicameral-IPU-Number.of.seats","IPU","SGP","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",100,"3-IPU-Number.of.seats"
"565","parliament unicameral-IPU-Number.of.seats","IPU","NAM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",19,"3-IPU-Number.of.seats"
"566","parliament unicameral-IPU-Number.of.seats","IPU","NZL","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",169,"3-IPU-Number.of.seats"
"567","parliament unicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",81,"3-IPU-Number.of.seats"
"568","parliament unicameral-IPU-Number.of.seats","IPU","RCA","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",101,"3-IPU-Number.of.seats"
"569","parliament unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",120,"3-IPU-Number.of.seats"
"570","parliament unicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",350,"3-IPU-Number.of.seats"
"571","parliament unicameral-IPU-Number.of.seats","IPU","SYC","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",349,"3-IPU-Number.of.seats"
"572","parliament unicameral-IPU-Number.of.seats","IPU","FLK","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",50,"3-IPU-Number.of.seats"
"573","parliament unicameral-IPU-Number.of.seats","IPU","SOM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",225,"3-IPU-Number.of.seats"
"574","parliament unicameral-IPU-Number.of.seats","IPU","LTU","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.seats",141,"3-IPU-Number.of.seats"
"575","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","ALB","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",39,"80-IPU-Number.of.women.parliamentarians"
"576","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",3,"80-IPU-Number.of.women.parliamentarians"
"577","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","TZA","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",154,"80-IPU-Number.of.women.parliamentarians"
"578","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",24,"80-IPU-Number.of.women.parliamentarians"
