Indicator ID,Indicator Code,Indicator Name,Display Name,Dataset,Value Type Slug,Value Type Descriptor,Units,Rank 1,Category 1 - slug,Category 1.1,Category 1.2,Category 1.3,Category 1.4,Category 1.5,Rank 2,Category 2 - slug,Category 2.1,Category 2.2,Category 2.3,Category 2.4,Category 2.5,Rank 3,Category 3 - slug,Category 3.1,Category 3.2,Category 3.3,Category 3.4,Category 3.5,Rank 4,Category 4 - slug,Category 4.1,Category 4.2,Category 4.3,Category 4.4,Category 4.5,Rank 5,Category 5 - slug,Category 5.1,Category 5.2,Category 5.3,Category 5.4,Category 5.5,Rank 6,Category 6 - slug,Category 6.1,Category 6.2,Category 6.3,Category 6.4,Category 6.5,Hidden
Global_Integrity978,Global_Integrity978,61e,In practice citizens can access the financial records of publicly listed companies within a reasonable time period (61e),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.822,over.inst,Checks and Balances,Oversight institutions,Other,In practice citizens can access the financial records of publicly listed companies within a reasonable time period (61e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity979,Global_Integrity979,61f,In practice citizens can access the financial records of publicly listed companies at a reasonable cost (61f),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.551,over.inst,Checks and Balances,Oversight institutions,Other,In practice citizens can access the financial records of publicly listed companies at a reasonable cost (61f),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity98,Global_Integrity98,14,Are citizens able to participate equally in the political process? (14),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.582,over.inst,Checks and Balances,Oversight institutions,Other,Are citizens able to participate equally in the political process? (14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity980,Global_Integrity980,62,Are business licenses available to all citizens? (62),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.846,over.inst,Checks and Balances,Oversight institutions,Other,Are business licenses available to all citizens? (62),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity981,Global_Integrity981,62,Is the customs and excise agency effective? (62),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.06,over.inst,Checks and Balances,Oversight institutions,Other,Is the customs and excise agency effective? (62),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity982,Global_Integrity982,62,Is the tax collection agency effective? (62),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.226,over.inst,Checks and Balances,Oversight institutions,Other,Is the tax collection agency effective? (62),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity983,Global_Integrity983,62a,In law anyone may apply for a business license (62a),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.64,over.inst,Checks and Balances,Oversight institutions,Other,In law anyone may apply for a business license (62a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity984,Global_Integrity984,62a,In practice the customs and excise agency has a professional fulltime staff (62a),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.955,over.inst,Checks and Balances,Oversight institutions,Other,In practice the customs and excise agency has a professional fulltime staff (62a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity985,Global_Integrity985,62a,In practice the tax collection agency has a professional fulltime staff (62a),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.45,over.inst,Checks and Balances,Oversight institutions,Other,In practice the tax collection agency has a professional fulltime staff (62a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity986,Global_Integrity986,62b,In law a complaint mechanism exists if a business license request is denied (62b),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.448,over.inst,Checks and Balances,Oversight institutions,Other,In law a complaint mechanism exists if a business license request is denied (62b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity987,Global_Integrity987,62b,In practice the agency receives regular funding (62b),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.085,over.inst,Checks and Balances,Oversight institutions,Other,In practice the agency receives regular funding (62b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity988,Global_Integrity988,62b,In practice the customs and excise agency receives regular funding (62b),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.769,over.inst,Checks and Balances,Oversight institutions,Other,In practice the customs and excise agency receives regular funding (62b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity989,Global_Integrity989,62b,In practice the tax agency receives regular funding (62b),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.245,over.inst,Checks and Balances,Oversight institutions,Other,In practice the tax agency receives regular funding (62b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity99,Global_Integrity99,14,Can all citizens exercise their right to vote freely and fairly? (14),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.347,over.inst,Checks and Balances,Oversight institutions,Other,Can all citizens exercise their right to vote freely and fairly? (14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity990,Global_Integrity990,62c,In practice citizens can obtain any necessary business license ie for a small import business within a reasonable time period (62c),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.586,over.inst,Checks and Balances,Oversight institutions,Other,In practice citizens can obtain any necessary business license ie for a small import business within a reasonable time period (62c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity991,Global_Integrity991,62c,In practice the agency makes regular reports to the legislature (62c),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.232,over.inst,Checks and Balances,Oversight institutions,Other,In practice the agency makes regular reports to the legislature (62c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity992,Global_Integrity992,62d,In practice citizens can obtain any necessary business license ie for a small import business at a reasonable cost (62d),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.901,over.inst,Checks and Balances,Oversight institutions,Other,In practice citizens can obtain any necessary business license ie for a small import business at a reasonable cost (62d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity993,Global_Integrity993,63,Do businesses receive equitable regulatory treatment from the government? (63),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.146,over.inst,Checks and Balances,Oversight institutions,Other,Do businesses receive equitable regulatory treatment from the government? (63),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity994,Global_Integrity994,63,In practice are customs and excise laws enforced uniformly and without discrimination? (63),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.719,over.inst,Checks and Balances,Oversight institutions,Other,In practice are customs and excise laws enforced uniformly and without discrimination? (63),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity995,Global_Integrity995,63,In practice are tax laws enforced uniformly and without discrimination? (63),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.433,over.inst,Checks and Balances,Oversight institutions,Other,In practice are tax laws enforced uniformly and without discrimination? (63),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity996,Global_Integrity996,63a,In law basic business regulatory requirements for meeting health safety and environmental standards are transparent and publicly available (63a),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.043,over.inst,Checks and Balances,Oversight institutions,Other,In law basic business regulatory requirements for meeting health safety and environmental standards are transparent and publicly available (63a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity997,Global_Integrity997,63a,In practice are tax laws enforced uniformly and without discrimination? (63a),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.184,over.inst,Checks and Balances,Oversight institutions,Other,In practice are tax laws enforced uniformly and without discrimination? (63a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity998,Global_Integrity998,63b,In practice business inspections by the government are carried out in a uniform and evenhanded manner (63b),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.268,over.inst,Checks and Balances,Oversight institutions,Other,In practice business inspections by the government are carried out in a uniform and evenhanded manner (63b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity999,Global_Integrity999,64,In law is there a central bank? (64),Global_Integrity,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.812,over.inst,Checks and Balances,Oversight institutions,Other,In law is there a central bank? (64),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM1,HRM1,Is empirical evidence being collected on whether equitable representation policies have led tocompromises on merit-based selection objectives?,Is empirical evidence being collected on whether equitable representation policies have led to compromises on meritbased selection objectives? (101),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.623,h86980bdb,Public Sector Management,Personnel Management,Other,Is empirical evidence being collected on whether equitable representation policies have led to compromises on meritbased selection objectives? (101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM10,HRM10,Children of civil servants with managerial responsibilities,Children of civil servants with managerial responsibilities (113c),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.923,h86980bdb,Public Sector Management,Personnel Management,Other,Children of civil servants with managerial responsibilities (113c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM100,HRM100,An external agent with an interest in assuring adherence to professional standards relevant to the position in question,An external agent with an interest in assuring adherence to professional standards relevant to the position in question (92d),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.914,h86980bdb,Public Sector Management,Personnel Management,Other,An external agent with an interest in assuring adherence to professional standards relevant to the position in question (92d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM102,HRM102,Written answers to specific questions relevant to the position,Written answers to specific questions relevant to the position (93b),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.126,h86980bdb,Public Sector Management,Personnel Management,Other,Written answers to specific questions relevant to the position (93b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM103,HRM103,Writing samples,Writing samples (93c),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.824,h86980bdb,Public Sector Management,Personnel Management,Other,Writing samples (93c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM105,HRM105,Written tests,Written tests (93e),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.165,h86980bdb,Public Sector Management,Personnel Management,Other,Written tests (93e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM107,HRM107,Is there a formal set of rules and/or guidelines specifying criteria for ranking long-listed candidates?,Is there a formal set of rules andor guidelines specifying criteria for ranking longlisted candidates? (94),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.032,h86980bdb,Public Sector Management,Personnel Management,Other,Is there a formal set of rules andor guidelines specifying criteria for ranking longlisted candidates? (94),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM108,HRM108,"Is there a formal set of rules designed to ensure that any short-listed candidate satisfies a minimum level of qualification, which is significantly higher than those for long-listed candidates?",Is there a formal set of rules designed to ensure that any shortlisted candidate satisfies a minimum level of qualification which is significantly higher than those for longlisted candidates? (95),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.916,h86980bdb,Public Sector Management,Personnel Management,Other,Is there a formal set of rules designed to ensure that any shortlisted candidate satisfies a minimum level of qualification which is significantly higher than those for longlisted candidates? (95),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM109,HRM109,Central Agent,Central Agent (96a),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.027,h86980bdb,Public Sector Management,Personnel Management,Other,Central Agent (96a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM11,HRM11,Civil servants with fiduciary responsibilities,Civil servants with fiduciary responsibilities (113d),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.856,h86980bdb,Public Sector Management,Personnel Management,Other,Civil servants with fiduciary responsibilities (113d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM110,HRM110,Management unit within which the position is located,Management unit within which the position is located (96b),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.216,h86980bdb,Public Sector Management,Personnel Management,Other,Management unit within which the position is located (96b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM111,HRM111,HR unit within the management unit within which the position is located,Human Resources unit within the management unit within which the position is located (96c),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.794,h86980bdb,Public Sector Management,Personnel Management,Other,Human Resources unit within the management unit within which the position is located (96c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM112,HRM112,An external agent with an interest in assuring adherence to professional standards relevant to the position in question,An external agent with an interest in assuring adherence to professional standards relevant to the position in question (96d),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.005,h86980bdb,Public Sector Management,Personnel Management,Other,An external agent with an interest in assuring adherence to professional standards relevant to the position in question (96d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM114,HRM114,Written answers to specific questions relevant to the position,Written answers to specific questions relevant to the position (97b),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.899,h86980bdb,Public Sector Management,Personnel Management,Other,Written answers to specific questions relevant to the position (97b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM115,HRM115,Writing samples,Writing samples (97c),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.337,h86980bdb,Public Sector Management,Personnel Management,Other,Writing samples (97c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM117,HRM117,Written tests,Written tests (97e),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.011,h86980bdb,Public Sector Management,Personnel Management,Other,Written tests (97e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM119,HRM119,Is equitable representation (a.k.a. equal opportunity for employment) a policy objective for civil service cadre?,Is equitable representation aka equal opportunity for employment a policy objective for civil service cadre? (99),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.618,h86980bdb,Public Sector Management,Personnel Management,Other,Is equitable representation aka equal opportunity for employment a policy objective for civil service cadre? (99),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM12,HRM12,Spouses of civil servants with fiduciary responsibilities,Spouses of civil servants with fiduciary responsibilities (113e),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.167,h86980bdb,Public Sector Management,Personnel Management,Other,Spouses of civil servants with fiduciary responsibilities (113e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM120,HRM120,"Is responsibility for day-to-day management of civil servants unambiguously assigned; i.e., does the legal framework ensure that when any particular CSM action has been taken, there is no ambiguity as to whether the agent taking that action, and no other agent, had the authority to do so?",Is responsibility for day-to-day management of civil servants unambiguously assigned (9),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.786,h86980bdb,Public Sector Management,Personnel Management,Other,Is responsibility for day-to-day management of civil servants unambiguously assigned (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM13,HRM13,Children of civil servants with fiduciary responsibilities,Children of civil servants with fiduciary responsibilities (113f),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.851,h86980bdb,Public Sector Management,Personnel Management,Other,Children of civil servants with fiduciary responsibilities (113f),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM14,HRM14,Do conflict of interest restrictions apply to the following categories of civil servants?civil servants?,Do conflict of interest restrictions apply to the following categories of civil servants?civil servants? (114),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.462,h86980bdb,Public Sector Management,Personnel Management,Other,Do conflict of interest restrictions apply to the following categories of civil servants?civil servants? (114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM15,HRM15,Are the organizational units within which civil servants work required to specify their objectives in writing?,Are the organizational units within which civil servants work required to specify their objectives in writing? (115),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.021,h86980bdb,Public Sector Management,Personnel Management,Other,Are the organizational units within which civil servants work required to specify their objectives in writing? (115),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM16,HRM16,Are the organizational units within which civil servants work required to track and report systematic evidence on their progress in achieving those organizational objectives?,Are the organizational units within which civil servants work required to track and report systematic evidence on their progress in achieving those organizational objectives? (116),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.9,h86980bdb,Public Sector Management,Personnel Management,Other,Are the organizational units within which civil servants work required to track and report systematic evidence on their progress in achieving those organizational objectives? (116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM17,HRM17,Are all civil servants subject to the following?,Are all civil servants subject to the following? (121),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.051,h86980bdb,Public Sector Management,Personnel Management,Other,Are all civil servants subject to the following? (121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM18,HRM18,"Does the performance appraisal system for civil servants include criteria based on a civil servantscompliance with the rules, procedures and policies governing civil servants? *(in-law)",Does the performance appraisal system for civil servants include criteria based on a civil servants' compliance with the rules procedures and policies governing civil servants? (122),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.442,h86980bdb,Public Sector Management,Personnel Management,Other,Does the performance appraisal system for civil servants include criteria based on a civil servants' compliance with the rules procedures and policies governing civil servants? (122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM19,HRM19,Next higher level of management within that same organization,Next higher level of management within that same organization (127a),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.196,h86980bdb,Public Sector Management,Personnel Management,Other,Next higher level of management within that same organization (127a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM2,HRM2,Is evidence being monitored on the extent of equitable representation-based recruitment?,Is evidence being monitored on the extent of equitable representationbased recruitment? (102),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.227,h86980bdb,Public Sector Management,Personnel Management,Other,Is evidence being monitored on the extent of equitable representationbased recruitment? (102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM20,HRM20,HR unit within that same organization,Human Resources unit within that same organization (127b),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.918,h86980bdb,Public Sector Management,Personnel Management,Other,Human Resources unit within that same organization (127b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM21,HRM21,Central HR entity,Central Human Resources entity (127c),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.913,h86980bdb,Public Sector Management,Personnel Management,Other,Central Human Resources entity (127c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM23,HRM23,Is there a written record for each civil servant's performance appraisal? (*in practice),Is there a written record for each civil servants performance appraisal? (128),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.981,h86980bdb,Public Sector Management,Personnel Management,Other,Is there a written record for each civil servants performance appraisal? (128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM24,HRM24,Does a civil servant have an opportunity to review and comment on the written performance appraisal? (*in law),Does a civil servant have an opportunity to review and comment on the written performance appraisal? *in law (129),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.573,h86980bdb,Public Sector Management,Personnel Management,Other,Does a civil servant have an opportunity to review and comment on the written performance appraisal? *in law (129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM25,HRM25,"If the answer to question number 129 is 'Yes', are these comments included in the written appraisal record? *(in practice)",If the answer to question number 129 is Yes are these comments included in the written appraisal record? *in practice (131),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.026,h86980bdb,Public Sector Management,Personnel Management,Other,If the answer to question number 129 is Yes are these comments included in the written appraisal record? *in practice (131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM26,HRM26,Does a civil servant have a right to view his performance appraisal records?,Does a civil servant have a right to view his performance appraisal records? (132),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.457,h86980bdb,Public Sector Management,Personnel Management,Other,Does a civil servant have a right to view his performance appraisal records? (132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM27,HRM27,"Is responsibility for career management of civil servants  unambiguously assigned? (i.e., the legalframework ensures that when any particular career management action has been taken, there is noambiguity as to whether the agent taking that action, and no other agent, had the authority to do so)",Is responsibility for career management of civil servants unambiguously assigned? (13),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.342,h86980bdb,Public Sector Management,Personnel Management,Other,Is responsibility for career management of civil servants unambiguously assigned? (13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM28,HRM28,Number of authorized positions at any given grade imposes a limit/ceiling on the number ofpotential promotions to each grade,Number of authorized positions at any given grade imposes a limitceiling on the number ofpotential promotions to each grade (142a),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.908,h86980bdb,Public Sector Management,Personnel Management,Other,Number of authorized positions at any given grade imposes a limitceiling on the number ofpotential promotions to each grade (142a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM29,HRM29,"Explicit limits/ceilings are placed on the numbers of promotions, either in total or by grade towhich promotion is made",Explicit limitsceilings are placed on the numbers of promotions either in total or by grade towhich promotion is made (142b),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,5.037,h86980bdb,Public Sector Management,Personnel Management,Other,Explicit limitsceilings are placed on the numbers of promotions either in total or by grade towhich promotion is made (142b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM3,HRM3,Are grounds for disciplinary actions explicitly specified in the legal framework?,Are grounds for disciplinary actions explicitly specified in the legal framework? (103),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.356,h86980bdb,Public Sector Management,Personnel Management,Other,Are grounds for disciplinary actions explicitly specified in the legal framework? (103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM30,HRM30,Other restrictions,Other restrictions (142c),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.596,h86980bdb,Public Sector Management,Personnel Management,Other,Other restrictions (142c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM31,HRM31,"Is there a threshold, identified by some grade, rank or level, at which promotions decisions requiremore extensive clearance procedures?",Is there a threshold identified by some grade rank or level at which promotions decisions requiremore extensive clearance procedures? (145),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.498,h86980bdb,Public Sector Management,Personnel Management,Other,Is there a threshold identified by some grade rank or level at which promotions decisions requiremore extensive clearance procedures? (145),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM32,HRM32,"Can the highest ranking civil servants, in any given entity, who report directly to either a politicianor a politically appointed official be removed without cause by their superior?",Can the highest ranking civil servants in any given entity who report directly to either a politicianor a politically appointed official be removed without cause by their superior? (148),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.708,h86980bdb,Public Sector Management,Personnel Management,Other,Can the highest ranking civil servants in any given entity who report directly to either a politicianor a politically appointed official be removed without cause by their superior? (148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM33,HRM33,Oversight of civil service management practices is assigned to which of the following agents:,Oversight of civil service management practices is assigned to which of the following agents (14),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.077,h86980bdb,Public Sector Management,Personnel Management,Other,Oversight of civil service management practices is assigned to which of the following agents (14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM34,HRM34,If such a removal occurs would that highest ranking civil servant retain a right for another positionwithin the civil service?,If such a removal occurs would that highest ranking civil servant retain a right for another positionwithin the civil service? (150),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.499,h86980bdb,Public Sector Management,Personnel Management,Other,If such a removal occurs would that highest ranking civil servant retain a right for another positionwithin the civil service? (150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM35,HRM35,Are politically appointed officials required to provide input to the formal annual performanceappraisals of civil servants with whom they work directly?,Are politically appointed officials required to provide input to the formal annual performanceappraisals of civil servants with whom they work directly? (154),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.935,h86980bdb,Public Sector Management,Personnel Management,Other,Are politically appointed officials required to provide input to the formal annual performanceappraisals of civil servants with whom they work directly? (154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM36,HRM36,Do civil servants have a formal mechanism through which they can provide feedback on theperformance of the politically appointed officials with whom they work directly? (i.e. a formal feedbackmechanism to the public officials to whom those politically appointed officials directly report.),Do civil servants have a formal mechanism through which they can provide feedback on theperformance of the politically appointed officials with whom they work directly? (155),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.699,h86980bdb,Public Sector Management,Personnel Management,Other,Do civil servants have a formal mechanism through which they can provide feedback on theperformance of the politically appointed officials with whom they work directly? (155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM37,HRM37,Responsibility for redress with respect to CS management actions is assigned to which of thefollowing agents:,Responsibility for redress with respect to Civil Service management actions is assigned to which of thefollowing agents (15),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.314,h86980bdb,Public Sector Management,Personnel Management,Other,Responsibility for redress with respect to Civil Service management actions is assigned to which of thefollowing agents (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM38,HRM38,"Is responsibility for redress unambiguously assigned? (i.e., the legal framework ensures that whenany particular redress action has been taken, there is no ambiguity as to whether the agent taking thataction, and no other agent, had the authority to do so)",Is responsibility for redress unambiguously assigned? (17),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.189,h86980bdb,Public Sector Management,Personnel Management,Other,Is responsibility for redress unambiguously assigned? (17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM39,HRM39,Reporting obligation imposed in a law or the Constitution,Reporting obligation imposed in a law or the Constitution (20a),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.011,h86980bdb,Public Sector Management,Personnel Management,Other,Reporting obligation imposed in a law or the Constitution (20a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM4,HRM4,Does the legal framework explicitly specify a hierarchy of disciplinary offenses?,Does the legal framework explicitly specify a hierarchy of disciplinary offenses? (104),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.148,h86980bdb,Public Sector Management,Personnel Management,Other,Does the legal framework explicitly specify a hierarchy of disciplinary offenses? (104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM40,HRM40,Reporting obligation imposed in subsidiary legislation issued by Cabinet/Council of Ministers,Reporting obligation imposed in subsidiary legislation issued by Cabinet-Council of Ministers (20b),HRM,Question source's code in parenthesis,Question source's code in parenthesis,Index,4.892,h86980bdb,Public Sector Management,Personnel Management,Other,Reporting obligation imposed in subsidiary legislation issued by Cabinet-Council of Ministers (20b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
