overlap;Indicator_Id;Indicator_Code;Indicator_Name;Display_Name;Dataset;Value_Type_Slug;Value_Type_Descriptor;Units;Description;Rank_1;Category_11;Category_12;Category_13;Category_14;Category_15;Rank_2;Category_21;Category_22;Category_23;Category_24;Category_25;Rank_3;Category_31;Category_32;Category_33;Category_34;answer
TC;WBL13;WBL13;Are there penalties in the law for authorizing or knowingly entering into child or early marriage? ;Are there penalties in the law for authorizing or knowingly entering into the child or early marriage? ;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.458;Private Sector Interface;Property rights and contracts;;;;4.059;Private Sector Interface;Permits and Licenses;;;;4.337;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL130;WBL130;What is the length of unpaid maternity leave?;What is the minimum loan amount covered in the private credit bureau or public credit registry?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.438;Private Sector Interface;Property rights and contracts;;;;4.340;Private Sector Interface;Permits and Licenses;;;;4.339;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL131;WBL131;What is the length of unpaid parental leave?;What percentage of wages is paid during maternity leave?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.515;Private Sector Interface;Property rights and contracts;;;;4.177;Private Sector Interface;Permits and Licenses;;;;4.329;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL132;WBL132;What is the length of unpaid paternity leave?;What percentage of wages is paid during paternity leave?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.387;Private Sector Interface;Property rights and contracts;;;;4.146;Private Sector Interface;Permits and Licenses;;;;4.046;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;WBL133;WBL133;What is the mandatory retirement age for men?;What is the mandatory retirement age for men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.096;Private Sector Interface;Property rights and contracts;;;;4.053;Private Sector Interface;Permits and Licenses;;;;4.045;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;WBL134;WBL134;What is the mandatory retirement age for women?;What is the mandatory retirement age for women?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.560;Private Sector Interface;Property rights and contracts;;;;4.264;Private Sector Interface;Permits and Licenses;;;;4.029;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;WBL135;WBL135;What is the minimum loan amount covered in the private credit bureau or public credit registry?;What is the minimum loan amount covered in the private credit bureau or public credit registry?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.411;Private Sector Interface;Property rights and contracts;;;;4.352;Private Sector Interface;Permits and Licenses;;;;4.168;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;WBL136;WBL136;What percentage of wages is paid during maternity leave?;What percentage of wages is paid during maternity leave?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.058;Private Sector Interface;Property rights and contracts;;;;4.334;Private Sector Interface;Permits and Licenses;;;;4.208;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;WBL137;WBL137;What percentage of wages is paid during parental leave?;What percentage of wages is paid during parental leave?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.447;Private Sector Interface;Property rights and contracts;;;;4.182;Private Sector Interface;Permits and Licenses;;;;4.146;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;WBL138;WBL138;What percentage of wages is paid during paternity leave?;What percentage of wages is paid during paternity leave?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.216;Private Sector Interface;Property rights and contracts;;;;4.179;Private Sector Interface;Permits and Licenses;;;;4.166;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL14;WBL14;Are there special provisions for major transactions concerning the marital home?;Are there special provisions for major transactions concerning the marital home?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.018;Private Sector Interface;Property rights and contracts;;;;4.311;Private Sector Interface;Permits and Licenses;;;;4.121;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL15;WBL15;Are there tax deductions or credits specific to men?;Are there tax deductions or credits specific to men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.427;Private Sector Interface;Property rights and contracts;;;;4.144;Private Sector Interface;Permits and Licenses;;;;4.013;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL16;WBL16;Are there tax deductions or credits specific to women?;Are there tax deductions or credits specific to women?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.010;Private Sector Interface;Property rights and contracts;;;;4.200;Private Sector Interface;Permits and Licenses;;;;4.164;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL17;WBL17;Can a married woman apply for a passport in the same way as a married man?;Can a married woman apply for a passport in the same way as a married man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.508;Private Sector Interface;Property rights and contracts;;;;4.312;Private Sector Interface;Permits and Licenses;;;;4.137;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL18;WBL18;Can a married woman be -head of household- or -head of family- in the same way as a married man?;Can a married woman be head of household or head of the family in the same way as a married man? ;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.492;Private Sector Interface;Property rights and contracts;;;;4.045;Private Sector Interface;Permits and Licenses;;;;4.040;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL19;WBL19;Can a married woman choose where to live in the same way as a married man?;Can a married woman choose where to live in the same way as a married man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.114;Private Sector Interface;Property rights and contracts;;;;4.163;Private Sector Interface;Permits and Licenses;;;;4.039;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL2;WBL2;Are employers required to provide break time for nursing mothers?;Are employers required to provide break time for nursing mothers?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.151;Private Sector Interface;Property rights and contracts;;;;4.345;Private Sector Interface;Permits and Licenses;;;;4.024;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL20;WBL20;Can a married woman confer citizenship on her children in the same way as a married man?;Can a married woman confer citizenship on her children in the same way as a married man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.351;Private Sector Interface;Property rights and contracts;;;;4.091;Private Sector Interface;Permits and Licenses;;;;4.209;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL21;WBL21;Can a married woman confer citizenship to a non-national spouse in the same way as a man?;Can a married woman confer citizenship to a nonnational spouse in the same way as a man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.287;Private Sector Interface;Property rights and contracts;;;;4.057;Private Sector Interface;Permits and Licenses;;;;4.344;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL22;WBL22;Can a married woman get a job or pursue a trade or profession in the same way as a married man?;Can a married woman get a job or pursue a trade or profession in the same way as a married man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.173;Private Sector Interface;Property rights and contracts;;;;4.341;Private Sector Interface;Permits and Licenses;;;;4.334;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL23;WBL23;Can a married woman obtain a national ID card in the same way as a married man?;Can a married woman obtain a national ID card in the same way as a married man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.467;Private Sector Interface;Property rights and contracts;;;;4.197;Private Sector Interface;Permits and Licenses;;;;4.270;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL24;WBL24;Can a married woman open a bank account in the same way as a married man?;Can a married woman open a bank account in the same way as a married man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.521;Private Sector Interface;Property rights and contracts;;;;4.042;Private Sector Interface;Permits and Licenses;;;;4.097;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL25;WBL25;Can a married woman register a business in the same way as a married man?;Can a married woman register a business in the same way as a married man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.523;Private Sector Interface;Property rights and contracts;;;;4.167;Private Sector Interface;Permits and Licenses;;;;4.330;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL26;WBL26;Can a married woman sign a contract in the same way as a married man?;Can a married woman sign a contract in the same way as a married man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.536;Private Sector Interface;Property rights and contracts;;;;4.318;Private Sector Interface;Permits and Licenses;;;;4.357;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL27;WBL27;Can a married woman travel outside her home in the same way as a married man?;Can a married woman travel outside her home in the same way as a married man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.562;Private Sector Interface;Property rights and contracts;;;;4.291;Private Sector Interface;Permits and Licenses;;;;4.176;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL28;WBL28;Can a married woman travel outside the country in the same way as a married man?;Can a married woman travel outside the country in the same way as a married man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.261;Private Sector Interface;Property rights and contracts;;;;4.355;Private Sector Interface;Permits and Licenses;;;;4.033;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL29;WBL29;Can an unmarried woman apply for a passport in the same way as an unmarried man?;Can an unmarried woman apply for a passport in the same way as an unmarried man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.450;Private Sector Interface;Property rights and contracts;;;;4.038;Private Sector Interface;Permits and Licenses;;;;4.018;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL3;WBL3;Are married women required by law to obey their husbands?;Are married women required by law to obey their husbands?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.559;Private Sector Interface;Property rights and contracts;;;;4.092;Private Sector Interface;Permits and Licenses;;;;4.227;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL30;WBL30;Can an unmarried woman be -head of household- or -head of family- in the same way as an unmarried man?;Can an unmarried woman be head of household or head of the family in the same way as an unmarried man? ;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.129;Private Sector Interface;Property rights and contracts;;;;4.047;Private Sector Interface;Permits and Licenses;;;;4.306;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL31;WBL31;Can an unmarried woman choose where to live in the same way as an unmarried man?;Can an unmarried woman choose where to live in the same way as an unmarried man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.047;Private Sector Interface;Property rights and contracts;;;;4.187;Private Sector Interface;Permits and Licenses;;;;4.089;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL32;WBL32;Can an unmarried woman confer citizenship on her children in the same way as an unmarried man?;Can an unmarried woman confer citizenship on her children in the same way as an unmarried man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.184;Private Sector Interface;Property rights and contracts;;;;4.036;Private Sector Interface;Permits and Licenses;;;;4.096;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL33;WBL33;Can an unmarried woman get a job or pursue a trade or profession in the same way as an unmarried man?;Can an unmarried woman get a job or pursue a trade or profession in the same way as an unmarried man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.238;Private Sector Interface;Property rights and contracts;;;;4.205;Private Sector Interface;Permits and Licenses;;;;4.008;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL34;WBL34;Can an unmarried woman obtain a national ID card in the same way as an unmarried man?;Can an unmarried woman obtain a national ID card in the same way as an unmarried man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.262;Private Sector Interface;Property rights and contracts;;;;4.093;Private Sector Interface;Permits and Licenses;;;;4.090;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL35;WBL35;Can an unmarried woman open a bank account in the same way as an unmarried man?;Can an unmarried woman open a bank account in the same way as an unmarried man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.367;Private Sector Interface;Property rights and contracts;;;;4.220;Private Sector Interface;Permits and Licenses;;;;4.289;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL36;WBL36;Can an unmarried woman register a business in the same way as an unmarried man?;Can an unmarried woman register a business in the same way as an unmarried man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.135;Private Sector Interface;Property rights and contracts;;;;4.180;Private Sector Interface;Permits and Licenses;;;;4.149;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL37;WBL37;Can an unmarried woman sign a contract in the same way as an unmarried man?;Can an unmarried woman sign a contract in the same way as an unmarried man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.344;Private Sector Interface;Property rights and contracts;;;;4.336;Private Sector Interface;Permits and Licenses;;;;4.297;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL38;WBL38;Can an unmarried woman travel outside her home in the same way as an unmarried man?;Can an unmarried woman travel outside her home in the same way as an unmarried man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.422;Private Sector Interface;Property rights and contracts;;;;4.342;Private Sector Interface;Permits and Licenses;;;;4.354;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL39;WBL39;Can an unmarried woman travel outside the country in the same way as an unmarried man?;Can an unmarried woman travel outside the country in the same way as an unmarried man?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.386;Private Sector Interface;Property rights and contracts;;;;4.302;Private Sector Interface;Permits and Licenses;;;;4.171;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL4;WBL4;Are mothers guaranteed an equivalent position after maternity leave?;Are mothers guaranteed an equivalent position after maternity leave?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.178;Private Sector Interface;Property rights and contracts;;;;4.297;Private Sector Interface;Permits and Licenses;;;;4.125;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL40;WBL40;Can nonpregnant and nonnursing women do the same job-related tasks as men?;Can nonpregnant and nonnursing women do the same job-related tasks as men? ;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.233;Private Sector Interface;Property rights and contracts;;;;4.274;Private Sector Interface;Permits and Licenses;;;;4.138;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL41;WBL41;Can nonpregnant and nonnursing women do the same jobs as men?;Can nonpregnant and nonnursing women do the same jobs as men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.260;Private Sector Interface;Property rights and contracts;;;;4.126;Private Sector Interface;Permits and Licenses;;;;4.115;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL42;WBL42;Can nonpregnant and nonnursing women engage in jobs requiring lifting weights above a threshold in the same way as men?;Can nonpregnant and nonnursing women engage in jobs requiring lifting weights above a threshold in the same way as men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.305;Private Sector Interface;Property rights and contracts;;;;4.130;Private Sector Interface;Permits and Licenses;;;;4.195;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL43;WBL43;Can nonpregnant and nonnursing women work in construction in the same way as men?;Can nonpregnant and nonnursing women work in construction in the same way as men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.319;Private Sector Interface;Property rights and contracts;;;;4.270;Private Sector Interface;Permits and Licenses;;;;4.156;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL44;WBL44;Can nonpregnant and nonnursing women work in factories in the same way as men?;Can nonpregnant and nonnursing women work in factories in the same way as men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.394;Private Sector Interface;Property rights and contracts;;;;4.258;Private Sector Interface;Permits and Licenses;;;;4.257;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL45;WBL45;Can nonpregnant and nonnursing women work in jobs deemed arduous in the same way as men?;Can nonpregnant and nonnursing women work in jobs deemed arduous in the same way as men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.463;Private Sector Interface;Property rights and contracts;;;;4.165;Private Sector Interface;Permits and Licenses;;;;4.118;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL46;WBL46;Can nonpregnant and nonnursing women work in jobs deemed hazardous in the same way as men?;Can nonpregnant and nonnursing women work in jobs deemed hazardous in the same way as men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.430;Private Sector Interface;Property rights and contracts;;;;4.003;Private Sector Interface;Permits and Licenses;;;;4.110;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL47;WBL47;Can nonpregnant and nonnursing women work in jobs deemed morally or socially inappropriate in the same way as men?;Can nonpregnant and nonnursing women work in jobs deemed morally or socially inappropriate in the same way as men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.055;Private Sector Interface;Property rights and contracts;;;;4.292;Private Sector Interface;Permits and Licenses;;;;4.162;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL48;WBL48;Can nonpregnant and nonnursing women work in metalworking in the same way as men?;Can nonpregnant and nonnursing women work in metalworking in the same way as men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.025;Private Sector Interface;Property rights and contracts;;;;4.072;Private Sector Interface;Permits and Licenses;;;;4.095;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL49;WBL49;Can nonpregnant and nonnursing women work in mining in the same way as men?;Can nonpregnant and nonnursing women work in mining in the same way as men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.524;Private Sector Interface;Property rights and contracts;;;;4.141;Private Sector Interface;Permits and Licenses;;;;4.366;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL5;WBL5;Are parents entitled to flexible/part-time schedules?;Are parents entitled to flexible part-time schedules? ;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.312;Private Sector Interface;Property rights and contracts;;;;4.283;Private Sector Interface;Permits and Licenses;;;;4.323;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL50;WBL50;Can nonpregnant and nonnursing women work in the same occupations as men?;Can non-pregnant and non-nursing women work in the same occupations as men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.283;Private Sector Interface;Property rights and contracts;;;;4.217;Private Sector Interface;Permits and Licenses;;;;4.333;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL51;WBL51;Can nonpregnant and nonnursing women work the same night hours as men?;Can non-pregnant and non-nursing women work the same night hours as men?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.298;Private Sector Interface;Property rights and contracts;;;;4.348;Private Sector Interface;Permits and Licenses;;;;4.190;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL52;WBL52;Do female and male surviving spouses have equal rights to inherit assets?;Do female and male surviving spouses have equal rights to inherit assets?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.134;Private Sector Interface;Property rights and contracts;;;;4.007;Private Sector Interface;Permits and Licenses;;;;4.316;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL53;WBL53;Do married couples jointly share legal responsibility for financially maintaining the family's expenses?;Do married couples jointly share legal responsibility for financially maintaining the family's expenses? ;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.441;Private Sector Interface;Property rights and contracts;;;;4.037;Private Sector Interface;Permits and Licenses;;;;4.236;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL54;WBL54;Do married men and married women have equal ownership rights to property?;Do married men and married women have equal ownership rights to property?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.488;Private Sector Interface;Property rights and contracts;;;;4.157;Private Sector Interface;Permits and Licenses;;;;4.226;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL55;WBL55;Do microfinance institutions provide information to private credit bureaus or public credit registries?;Do microfinance institutions provide information to private credit bureaus or public credit registries?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.102;Private Sector Interface;Property rights and contracts;;;;4.344;Private Sector Interface;Permits and Licenses;;;;4.077;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL56;WBL56;Do protection orders cover prohibition of contact and maintaining distance from the survivor?;Do protection orders cover prohibition of contact and maintaining distance from the survivor?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.008;Private Sector Interface;Property rights and contracts;;;;4.052;Private Sector Interface;Permits and Licenses;;;;4.023;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL57;WBL57;Do protection orders for domestic violence exist?;Do protection orders for domestic violence exist?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.529;Private Sector Interface;Property rights and contracts;;;;4.056;Private Sector Interface;Permits and Licenses;;;;4.192;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL58;WBL58;Do protection orders provide for removal of the perpetrator from the home?;Do protection orders provide for removal of the perpetrator from the home?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.553;Private Sector Interface;Property rights and contracts;;;;4.225;Private Sector Interface;Permits and Licenses;;;;4.025;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL59;WBL59;Do retailers provide information to private credit bureaus or public credit registries?;Do retailers provide information to private credit bureaus or public credit registries?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.083;Private Sector Interface;Property rights and contracts;;;;4.263;Private Sector Interface;Permits and Licenses;;;;4.256;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL6;WBL6;Are perpetrators exempt from facing criminal charges for rape if they marry the victim?;Are perpetrators exempt from facing criminal charges for rape if they marry the victim?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.373;Private Sector Interface;Property rights and contracts;;;;4.237;Private Sector Interface;Permits and Licenses;;;;4.098;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL60;WBL60;Do sons and daughters have equal rights to inherit assets from their parents?;Do sons and daughters have equal rights to inherit assets from their parents?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.255;Private Sector Interface;Property rights and contracts;;;;4.155;Private Sector Interface;Permits and Licenses;;;;4.026;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL61;WBL61;Do unmarried men and unmarried women have equal ownership rights to property?;Do unmarried men and unmarried women have equal ownership rights to property?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.138;Private Sector Interface;Property rights and contracts;;;;4.331;Private Sector Interface;Permits and Licenses;;;;4.211;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL62;WBL62;Do utility companies provide information to private credit bureaus or public credit registries?;Do utility companies provide information to private credit bureaus or public credit registries?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.328;Private Sector Interface;Property rights and contracts;;;;4.012;Private Sector Interface;Permits and Licenses;;;;4.283;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL63;WBL63;Does a woman's testimony carry the same evidentiary weight in court as a man's?;Does a woman's testimony carry the same evidentiary weight in court as a man's? ;WBL;1 Yes 0 No;1 Yes 0 No;Index;;3.080;Private Sector Interface;Property rights and contracts;;;;3.030;Private Sector Interface;Permits and Licenses;;;;3.080;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL64;WBL64;Does domestic violence legislation cover economic violence?;Does domestic violence legislation cover economic violence?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.088;Private Sector Interface;Property rights and contracts;;;;4.372;Private Sector Interface;Permits and Licenses;;;;4.050;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL65;WBL65;Does domestic violence legislation cover emotional violence?;Does domestic violence legislation cover emotional violence?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.181;Private Sector Interface;Property rights and contracts;;;;4.260;Private Sector Interface;Permits and Licenses;;;;4.102;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL66;WBL66;Does domestic violence legislation cover physical violence?;Does domestic violence legislation cover physical violence?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.268;Private Sector Interface;Property rights and contracts;;;;4.231;Private Sector Interface;Permits and Licenses;;;;4.197;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL67;WBL67;Does domestic violence legislation cover sexual violence?;Does domestic violence legislation cover sexual violence?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.489;Private Sector Interface;Property rights and contracts;;;;4.071;Private Sector Interface;Permits and Licenses;;;;4.335;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL68;WBL68;Does domestic violence legislation protect former spouses?;Does domestic violence legislation protect former spouses?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.545;Private Sector Interface;Property rights and contracts;;;;4.273;Private Sector Interface;Permits and Licenses;;;;4.314;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL69;WBL69;Does domestic violence legislation protect unmarried intimate partners?;Does domestic violence legislation protect unmarried intimate partners?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.130;Private Sector Interface;Property rights and contracts;;;;4.136;Private Sector Interface;Permits and Licenses;;;;4.011;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL7;WBL7;Are there any exceptions to the legal age of marriage?;Are there any exceptions to the legal age of marriage?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.206;Private Sector Interface;Property rights and contracts;;;;4.259;Private Sector Interface;Permits and Licenses;;;;4.179;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL70;WBL70;Does legislation explicitly criminalize marital rape?;Does legislation explicitly criminalize marital rape?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.429;Private Sector Interface;Property rights and contracts;;;;4.008;Private Sector Interface;Permits and Licenses;;;;4.183;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL71;WBL71;Does legislation on domestic violence protect family members?;Does legislation on domestic violence protect family members?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.282;Private Sector Interface;Property rights and contracts;;;;4.286;Private Sector Interface;Permits and Licenses;;;;4.361;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL72;WBL72;Does the constitution contain a clause on equality?;Does the Constitution contain a clause on equality? ;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.498;Private Sector Interface;Property rights and contracts;;;;4.116;Private Sector Interface;Permits and Licenses;;;;4.014;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL73;WBL73;Does the constitution contain a clause on nondiscrimination?;Does the Constitution contain a clause on non-discrimination?  ;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.054;Private Sector Interface;Property rights and contracts;;;;4.306;Private Sector Interface;Permits and Licenses;;;;4.313;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL74;WBL74;Does the government provide a child allowance to parents?;Does the government provide a child allowance to parents?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.106;Private Sector Interface;Property rights and contracts;;;;4.152;Private Sector Interface;Permits and Licenses;;;;4.228;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL75;WBL75;Does the government provide free and compulsory primary education?;Does the government provide free and compulsory primary education?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.207;Private Sector Interface;Property rights and contracts;;;;4.147;Private Sector Interface;Permits and Licenses;;;;4.215;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL76;WBL76;Does the government support or provide childcare services?;Does the government support or provide childcare services?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.528;Private Sector Interface;Property rights and contracts;;;;4.170;Private Sector Interface;Permits and Licenses;;;;4.012;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL77;WBL77;Does the law mandate equal remuneration for work of equal value?;Does the law mandate equal remuneration for work of equal value?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.249;Private Sector Interface;Property rights and contracts;;;;4.275;Private Sector Interface;Permits and Licenses;;;;4.006;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL78;WBL78;Does the law mandate nondiscrimination based on gender in hiring?;Does the law mandate non-discrimination based on gender in hiring? ;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.205;Private Sector Interface;Property rights and contracts;;;;4.371;Private Sector Interface;Permits and Licenses;;;;4.359;Private Sector Interface;Regulation of entry and exit;;;Total
TC;WBL79;WBL79;Does the law mandate paid or unpaid maternity leave?;Does the law mandate paid or unpaid maternity leave?;WBL;1 Yes 0 No;1 Yes 0 No;Index;;4.246;Private Sector Interface;Property rights and contracts;;;;4.322;Private Sector Interface;Permits and Licenses;;;;4.071;Private Sector Interface;Regulation of entry and exit;;;Total
